tab	measurements
analysts	citation	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study		    3.4	112.4	 33.0 	GB19-3a:LP-DIR-T	hargrave 2016-11-16 16:49:58	1.91e-06	8.57e-08	6.19e-08	4.16e-08	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  373.0
	This study		    2.2	103.3	 32.3 	GB19-3a:LP-DIR-T	hargrave 2016-11-21 16:52:58	1.84e-06	5.72e-08	2.33e-08	3.73e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  473.0
	This study		    4.4	102.2	 33.0 	GB19-3a:LP-DIR-T	hargrave 2016-12-09 23:28:46	1.73e-06	1.18e-07	4.61e-08	3.73e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  573.0
	This study		    3.9	106.1	 32.1 	GB19-3a:LP-DIR-T	hargrave 2016-12-17 14:08:42	1.66e-06	9.92e-08	2.45e-08	4.94e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  623.0
	This study		    2.6	105.8	 31.5 	GB19-3a:LP-DIR-T	hargrave 2017-01-05 12:32:21	1.61e-06	6.47e-08	1.32e-08	3.09e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  673.0
	This study		    2.5	106.1	 31.6 	GB19-3a:LP-DIR-T	hargrave 2017-01-06 16:04:35	1.57e-06	6.01e-08	1.47e-08	2.99e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  698.0
	This study		    1.4	105.3	 31.7 	GB19-3a:LP-DIR-T	hargrave 2017-01-09 17:08:32	1.54e-06	1.84e-08	1.69e-08	2.83e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  723.0
	This study		    3.7	105.7	 31.7 	GB19-3a:LP-DIR-T	hargrave 2017-01-10 17:12:04	1.51e-06	9.09e-08	1.44e-08	3.02e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  748.0
	This study		    2.6	103.8	 31.8 	GB19-3a:LP-DIR-T	hargrave 2017-01-11 19:47:11	1.46e-06	6.06e-08	1.22e-08	2.57e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  773.0
	This study		    2.9	105.0	 33.2 	GB19-3a:LP-DIR-T	hargrave 2017-01-15 19:15:13	1.37e-06	6.08e-08	1.45e-08	3.37e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  798.0
	This study		    5.0	107.4	 33.0 	GB19-3a:LP-DIR-T	hargrave 2017-01-18 14:53:18	1.24e-06	1.03e-07	1.92e-08	3.11e-08	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  823.0
	This study		    2.0	108.0	 33.4 	GB19-3a:LP-DIR-T	hargrave 2017-01-19 01:26:57	1.15e-06	2.58e-08	1.46e-08	2.86e-08	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  833.0
	This study		    4.2	108.1	 33.1 	GB19-3a:LP-DIR-T	hargrave 2017-01-19 16:20:29	1.06e-06	7.23e-08	1.26e-08	2.86e-08	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  843.0
	This study		    5.4	104.7	 33.1 	GB19-3a:LP-DIR-T	hargrave 2017-01-20 14:19:55	1.00e-06	9.16e-08	1.75e-08	2.15e-08	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  848.0
	This study		    1.9	105.5	 33.4 	GB19-3a:LP-DIR-T	hargrave 2017-01-22 13:43:13	9.49e-07	1.92e-08	1.27e-08	2.21e-08	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  853.0
	This study		    2.1	105.9	 33.5 	GB19-3a:LP-DIR-T	hargrave 2017-02-01 16:33:59	8.36e-07	1.36e-08	1.54e-08	2.25e-08	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  868.0
	This study		    2.6	106.2	 33.8 	GB19-3a:LP-DIR-T	hargrave 2017-02-02 15:28:54	5.29e-07	1.58e-08	1.25e-08	1.33e-08	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  883.0
	This study		    1.9	103.6	 33.1 	GB19-3a:LP-DIR-T	hargrave 2017-02-06 14:18:33	1.77e-07	2.93e-09	3.01e-09	4.17e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  898.0
	This study		    4.4	104.2	 34.6 	GB19-3a:LP-DIR-T	hargrave 2017-02-08 12:41:45	9.75e-08	6.60e-09	2.72e-09	2.56e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  913.0
	This study		    1.9	105.7	 33.6 	GB19-3a:LP-DIR-T	hargrave 2017-02-08 22:08:09	7.44e-08	1.42e-09	1.33e-09	1.56e-09	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  928.0
	This study		    2.0	107.4	 34.3 	GB19-3a:LP-DIR-T	hargrave 2017-02-09 15:18:41	5.59e-08	1.27e-09	8.48e-10	1.27e-09	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  938.0
	This study		    3.5	106.7	 33.6 	GB19-3a:LP-DIR-T	hargrave 2017-02-13 18:02:05	4.57e-08	2.25e-09	1.34e-09	1.04e-09	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  948.0
	This study		    3.9	110.9	 32.3 	GB19-3a:LP-DIR-T	hargrave 2017-02-14 22:43:39	2.67e-08	1.48e-09	9.96e-10	5.42e-10	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB19-3a	u	0	0	0.00	0.00	  953.0
	This study		    2.0	090.2	 53.4 	GB19-4a:LP-DIR-T	hargrave 2016-09-01 11:25:29	2.58e-06	6.61e-08	5.09e-08	3.83e-08	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	273
	This study		    2.3	086.9	 54.1 	GB19-4a:LP-DIR-T	hargrave 2016-11-10 10:48:32	2.54e-06	8.26e-08	5.28e-08	3.88e-08	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	77
	This study		    5.1	095.0	 54.5 	GB19-4a:LP-DIR-T	hargrave 2016-11-16 16:51:50	2.52e-06	2.10e-07	6.33e-08	4.43e-08	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  373.0
	This study		    2.2	087.5	 53.6 	GB19-4a:LP-DIR-T	hargrave 2016-11-21 16:54:51	2.46e-06	6.95e-08	5.61e-08	3.73e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  473.0
	This study		    2.2	083.8	 53.4 	GB19-4a:LP-DIR-T	hargrave 2016-12-09 23:32:36	2.34e-06	6.10e-08	5.64e-08	3.56e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  573.0
	This study		    2.5	085.8	 53.3 	GB19-4a:LP-DIR-T	hargrave 2016-12-17 14:10:16	2.21e-06	6.19e-08	5.81e-08	4.75e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  623.0
	This study		    2.2	088.5	 52.9 	GB19-4a:LP-DIR-T	hargrave 2017-01-05 12:35:26	2.15e-06	5.05e-08	4.68e-08	4.56e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  673.0
	This study		    2.6	089.1	 53.1 	GB19-4a:LP-DIR-T	hargrave 2017-01-06 16:07:52	2.10e-06	7.42e-08	4.27e-08	4.51e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  698.0
	This study		    2.1	088.1	 52.7 	GB19-4a:LP-DIR-T	hargrave 2017-01-09 17:11:47	2.06e-06	4.63e-08	4.49e-08	4.00e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  723.0
	This study		    2.3	088.7	 52.4 	GB19-4a:LP-DIR-T	hargrave 2017-01-10 17:15:12	2.01e-06	5.92e-08	4.16e-08	3.41e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  748.0
	This study		    2.5	087.8	 52.7 	GB19-4a:LP-DIR-T	hargrave 2017-01-11 19:50:30	1.94e-06	5.95e-08	4.53e-08	3.98e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  773.0
	This study		    2.5	086.2	 54.2 	GB19-4a:LP-DIR-T	hargrave 2017-01-15 19:19:11	1.79e-06	5.71e-08	4.39e-08	3.67e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  798.0
	This study		    2.5	089.2	 53.6 	GB19-4a:LP-DIR-T	hargrave 2017-01-18 14:57:16	1.59e-06	5.04e-08	4.21e-08	2.82e-08	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  823.0
	This study		    2.6	088.0	 54.0 	GB19-4a:LP-DIR-T	hargrave 2017-01-19 01:30:55	1.45e-06	5.00e-08	3.58e-08	2.60e-08	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  833.0
	This study		    2.4	088.5	 54.1 	GB19-4a:LP-DIR-T	hargrave 2017-01-19 16:24:27	1.30e-06	4.08e-08	3.04e-08	2.30e-08	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  843.0
	This study		    2.5	090.5	 54.2 	GB19-4a:LP-DIR-T	hargrave 2017-01-20 14:21:45	1.21e-06	3.81e-08	2.93e-08	2.30e-08	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  848.0
	This study		    2.6	089.5	 54.3 	GB19-4a:LP-DIR-T	hargrave 2017-01-22 13:47:12	1.13e-06	3.35e-08	3.13e-08	2.32e-08	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  853.0
	This study		    3.0	089.0	 54.4 	GB19-4a:LP-DIR-T	hargrave 2017-02-01 16:38:48	9.59e-07	4.13e-08	2.24e-08	1.91e-08	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  868.0
	This study		    2.4	091.3	 54.1 	GB19-4a:LP-DIR-T	hargrave 2017-02-02 15:32:51	6.44e-07	1.89e-08	1.64e-08	1.28e-08	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  883.0
	This study		    4.9	087.1	 54.0 	GB19-4a:LP-DIR-T	hargrave 2017-02-06 14:21:52	2.71e-07	2.22e-08	5.93e-09	4.71e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB19-4a	u	0	0	0.00	0.00	  898.0
