tab	measurements
analysts	citation	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study		    2.1	065.7	 47.2 	GB17-1a:LP-DIR-T	hargrave 2017-02-01 16:09:04	6.26e-07	1.71e-08	1.50e-08	9.77e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB17-1a	u	0	0	0.00	0.00	  868.0
	This study		    1.8	062.1	 47.1 	GB17-1a:LP-DIR-T	hargrave 2017-02-02 15:03:55	5.69e-07	1.21e-08	1.29e-08	7.83e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB17-1a	u	0	0	0.00	0.00	  883.0
	This study		    2.5	065.0	 46.9 	GB17-1a:LP-DIR-T	hargrave 2017-02-06 13:58:11	4.93e-07	1.70e-08	1.27e-08	6.93e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB17-1a	u	0	0	0.00	0.00	  898.0
	This study		    1.8	066.5	 47.5 	GB17-1a:LP-DIR-T	hargrave 2017-02-08 12:19:09	4.26e-07	1.04e-08	6.00e-09	5.92e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB17-1a	u	0	0	0.00	0.00	  913.0
	This study		    3.1	063.6	 47.3 	GB17-1a:LP-DIR-T	hargrave 2017-02-08 21:46:56	3.45e-07	1.56e-08	9.83e-09	4.46e-09	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB17-1a	u	0	0	0.00	0.00	  928.0
	This study		    1.7	066.4	 47.0 	GB17-1a:LP-DIR-T	hargrave 2017-02-09 14:57:02	2.91e-07	5.74e-09	5.38e-09	3.93e-09	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB17-1a	u	0	0	0.00	0.00	  938.0
	This study		    1.8	065.8	 46.9 	GB17-1a:LP-DIR-T	hargrave 2017-02-13 17:34:39	2.68e-07	6.30e-09	5.12e-09	3.51e-09	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB17-1a	u	0	0	0.00	0.00	  948.0
	This study		    2.0	068.4	 47.3 	GB17-1a:LP-DIR-T	hargrave 2017-02-14 22:17:17	2.05e-07	5.27e-09	3.46e-09	3.49e-09	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB17-1a	u	0	0	0.00	0.00	  953.0
	This study		    2.1	078.6	 43.8 	GB17-2a:LP-DIR-T	hargrave 2016-09-01 10:54:31	5.42e-07	1.84e-08	7.08e-09	4.72e-09	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	273
	This study		    1.2	080.2	 44.5 	GB17-2a:LP-DIR-T	hargrave 2016-09-04 18:26:45	5.14e-07	6.18e-09	6.35e-09	7.15e-09	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	77
	This study		    7.0	077.4	 44.6 	GB17-2a:LP-DIR-T	hargrave 2016-11-16 16:18:30	5.07e-07	6.11e-08	1.34e-08	5.33e-09	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  373.0
	This study		    3.5	079.8	 43.8 	GB17-2a:LP-DIR-T	hargrave 2016-11-21 16:22:44	5.01e-07	2.91e-08	7.86e-09	5.56e-09	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  473.0
	This study		    2.6	079.2	 43.4 	GB17-2a:LP-DIR-T	hargrave 2016-12-09 23:04:15	4.73e-07	1.96e-08	6.54e-09	6.30e-09	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  573.0
	This study		    1.8	077.0	 43.0 	GB17-2a:LP-DIR-T	hargrave 2016-12-17 13:34:55	4.35e-07	9.85e-09	1.02e-08	4.69e-09	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  623.0
	This study		    1.5	079.3	 42.0 	GB17-2a:LP-DIR-T	hargrave 2017-01-05 12:06:06	4.19e-07	7.49e-09	4.82e-09	6.98e-09	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  673.0
	This study		    1.5	079.9	 41.9 	GB17-2a:LP-DIR-T	hargrave 2017-01-06 15:39:39	3.99e-07	6.39e-09	4.65e-09	6.64e-09	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  698.0
	This study		    2.2	079.5	 41.7 	GB17-2a:LP-DIR-T	hargrave 2017-01-09 16:43:02	3.78e-07	1.32e-08	3.96e-09	5.34e-09	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  723.0
	This study		    3.1	080.0	 41.4 	GB17-2a:LP-DIR-T	hargrave 2017-01-10 16:47:05	3.56e-07	1.84e-08	4.72e-09	4.47e-09	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  748.0
	This study		    1.9	079.8	 41.3 	GB17-2a:LP-DIR-T	hargrave 2017-01-11 19:25:26	3.32e-07	9.59e-09	3.48e-09	4.83e-09	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  773.0
	This study		    4.8	079.4	 42.4 	GB17-2a:LP-DIR-T	hargrave 2017-01-15 18:49:52	3.04e-07	2.47e-08	4.81e-09	5.61e-09	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  798.0
	This study		    4.7	080.1	 41.9 	GB17-2a:LP-DIR-T	hargrave 2017-01-18 14:28:16	2.71e-07	2.14e-08	4.22e-09	4.38e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  823.0
	This study		    3.5	079.3	 42.1 	GB17-2a:LP-DIR-T	hargrave 2017-01-19 01:01:00	2.57e-07	1.47e-08	3.54e-09	5.08e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  833.0
	This study		    2.8	081.7	 41.9 	GB17-2a:LP-DIR-T	hargrave 2017-01-19 15:55:29	2.46e-07	1.09e-08	3.18e-09	3.99e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  843.0
	This study		    3.0	080.7	 41.9 	GB17-2a:LP-DIR-T	hargrave 2017-01-20 13:48:20	2.36e-07	1.13e-08	3.30e-09	3.40e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  848.0
	This study		    4.4	078.6	 42.0 	GB17-2a:LP-DIR-T	hargrave 2017-01-22 13:18:36	2.30e-07	1.66e-08	4.39e-09	4.56e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  853.0
	This study		    1.7	081.4	 42.2 	GB17-2a:LP-DIR-T	hargrave 2017-02-01 16:10:31	2.28e-07	4.11e-09	3.35e-09	4.07e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  868.0
	This study		    2.6	075.2	 41.9 	GB17-2a:LP-DIR-T	hargrave 2017-02-02 15:05:23	2.02e-07	7.88e-09	2.83e-09	3.83e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  883.0
	This study		    2.0	079.8	 41.8 	GB17-2a:LP-DIR-T	hargrave 2017-02-06 13:59:19	1.71e-07	4.68e-09	2.43e-09	2.78e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  898.0
	This study		    3.6	081.2	 42.1 	GB17-2a:LP-DIR-T	hargrave 2017-02-08 12:20:52	1.47e-07	8.34e-09	2.74e-09	2.62e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  913.0
	This study		    3.6	076.7	 41.8 	GB17-2a:LP-DIR-T	hargrave 2017-02-08 21:48:14	1.25e-07	6.92e-09	3.05e-09	2.98e-09	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  928.0
	This study		    1.7	079.0	 41.8 	GB17-2a:LP-DIR-T	hargrave 2017-02-09 14:58:22	1.02e-07	2.09e-09	1.51e-09	1.84e-09	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  938.0
	This study		    3.4	079.8	 41.6 	GB17-2a:LP-DIR-T	hargrave 2017-02-13 17:36:35	8.94e-08	4.56e-09	2.04e-09	1.88e-09	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  948.0
	This study		    3.6	077.2	 41.9 	GB17-2a:LP-DIR-T	hargrave 2017-02-14 22:19:17	5.62e-08	2.96e-09	1.48e-09	1.22e-09	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB17-2a	u	0	0	0.00	0.00	  953.0
	This study		    1.4	064.2	 44.8 	GB17-4a:LP-DIR-T	hargrave 2016-09-01 10:56:25	2.41e-07	4.67e-09	3.73e-09	2.20e-09	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	273
	This study		    1.5	063.5	 44.7 	GB17-4a:LP-DIR-T	hargrave 2016-09-04 18:28:42	2.31e-07	4.91e-09	3.18e-09	2.75e-09	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	77
	This study		    1.4	063.1	 44.7 	GB17-4a:LP-DIR-T	hargrave 2016-11-16 16:20:06	2.28e-07	3.54e-09	3.73e-09	2.44e-09	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  373.0
	This study		    1.8	063.6	 43.5 	GB17-4a:LP-DIR-T	hargrave 2016-11-21 16:24:19	2.23e-07	5.87e-09	3.10e-09	2.82e-09	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  473.0
	This study		    1.5	061.5	 42.7 	GB17-4a:LP-DIR-T	hargrave 2016-12-09 23:05:51	2.07e-07	3.95e-09	2.96e-09	2.47e-09	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  573.0
	This study		    1.3	064.5	 42.1 	GB17-4a:LP-DIR-T	hargrave 2016-12-17 13:36:30	1.87e-07	3.03e-09	3.26e-09	2.02e-09	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  623.0
	This study		    1.6	063.4	 41.4 	GB17-4a:LP-DIR-T	hargrave 2017-01-05 12:07:39	1.76e-07	3.77e-09	2.11e-09	2.67e-09	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  673.0
	This study		    2.5	065.2	 41.4 	GB17-4a:LP-DIR-T	hargrave 2017-01-06 15:41:15	1.66e-07	6.16e-09	3.13e-09	2.75e-09	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  698.0
	This study		    1.9	064.5	 40.5 	GB17-4a:LP-DIR-T	hargrave 2017-01-09 16:44:38	1.59e-07	4.22e-09	2.36e-09	1.91e-09	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  723.0
	This study		    1.2	066.9	 39.9 	GB17-4a:LP-DIR-T	hargrave 2017-01-10 16:48:32	1.50e-07	2.22e-09	1.71e-09	1.42e-09	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  748.0
	This study		    1.8	062.5	 39.6 	GB17-4a:LP-DIR-T	hargrave 2017-01-11 19:26:43	1.43e-07	4.38e-09	1.44e-09	1.90e-09	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  773.0
	This study		    1.9	064.8	 41.1 	GB17-4a:LP-DIR-T	hargrave 2017-01-15 18:51:27	1.31e-07	2.95e-09	1.80e-09	2.78e-09	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  798.0
	This study		    1.9	064.8	 40.3 	GB17-4a:LP-DIR-T	hargrave 2017-01-18 14:29:44	1.17e-07	3.10e-09	1.68e-09	2.03e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  823.0
	This study		    2.9	063.8	 40.5 	GB17-4a:LP-DIR-T	hargrave 2017-01-19 01:02:36	1.12e-07	5.08e-09	1.72e-09	2.26e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  833.0
	This study		    1.8	063.4	 40.3 	GB17-4a:LP-DIR-T	hargrave 2017-01-19 15:56:57	1.08e-07	2.36e-09	1.57e-09	2.08e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  843.0
	This study		    2.7	065.1	 40.4 	GB17-4a:LP-DIR-T	hargrave 2017-01-20 13:49:57	1.05e-07	4.34e-09	1.52e-09	2.02e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  848.0
	This study		    2.5	063.8	 40.5 	GB17-4a:LP-DIR-T	hargrave 2017-01-22 13:20:12	1.02e-07	3.80e-09	1.30e-09	2.25e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  853.0
	This study		    2.4	065.5	 40.3 	GB17-4a:LP-DIR-T	hargrave 2017-02-01 16:11:58	9.50e-08	2.71e-09	2.57e-09	1.69e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  868.0
	This study		    1.9	063.6	 40.4 	GB17-4a:LP-DIR-T	hargrave 2017-02-02 15:06:52	8.00e-08	2.29e-09	9.75e-10	1.23e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  883.0
	This study		    3.2	064.5	 40.1 	GB17-4a:LP-DIR-T	hargrave 2017-02-06 14:00:29	6.25e-08	3.09e-09	1.52e-09	1.17e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  898.0
	This study		    2.1	066.0	 40.9 	GB17-4a:LP-DIR-T	hargrave 2017-02-08 12:22:13	4.34e-08	9.71e-10	1.06e-09	8.81e-10	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  913.0
	This study		    2.1	062.6	 40.4 	GB17-4a:LP-DIR-T	hargrave 2017-02-08 21:49:29	2.63e-08	6.55e-10	4.68e-10	5.72e-10	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  928.0
	This study		    2.3	069.6	 39.7 	GB17-4a:LP-DIR-T	hargrave 2017-02-09 14:59:38	1.44e-08	4.71e-10	2.03e-10	3.54e-10	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  938.0
	This study		    4.9	066.8	 41.9 	GB17-4a:LP-DIR-T	hargrave 2017-02-13 17:38:14	1.30e-08	8.95e-10	5.32e-10	4.93e-10	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  948.0
	This study		    6.0	067.7	 43.3 	GB17-4a:LP-DIR-T	hargrave 2017-02-14 22:20:55	7.26e-09	6.26e-10	3.05e-10	3.73e-10	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB17-4a	u	0	0	0.00	0.00	  953.0
	This study		    2.9	185.1	-27.7 	GB17-5a:LP-DIR-T	hargrave 2016-09-01 11:00:17	2.73e-07	2.70e-09	1.25e-08	5.19e-09	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	273
	This study		    3.0	184.0	-28.5 	GB17-5a:LP-DIR-T	hargrave 2016-09-04 18:32:37	2.66e-07	2.99e-09	1.31e-08	4.43e-09	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	77
	This study		    1.8	187.1	-28.9 	GB17-5a:LP-DIR-T	hargrave 2016-11-16 16:21:44	2.62e-07	2.73e-09	7.09e-09	4.12e-09	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  373.0
	This study		    1.6	184.5	-29.6 	GB17-5a:LP-DIR-T	hargrave 2016-11-21 16:26:01	2.54e-07	2.74e-09	5.49e-09	4.37e-09	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  473.0
	This study		    2.6	180.9	-30.1 	GB17-5a:LP-DIR-T	hargrave 2016-12-09 23:07:26	2.32e-07	2.92e-09	9.57e-09	4.18e-09	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  573.0
	This study		    2.6	185.7	-30.3 	GB17-5a:LP-DIR-T	hargrave 2016-12-17 13:38:06	2.00e-07	5.08e-09	6.94e-09	3.80e-09	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  623.0
	This study		    1.1	182.0	-30.8 	GB17-5a:LP-DIR-T	hargrave 2017-01-05 12:09:12	1.86e-07	1.63e-09	2.56e-09	2.37e-09	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  673.0
	This study		    1.6	184.2	-30.9 	GB17-5a:LP-DIR-T	hargrave 2017-01-06 15:42:51	1.75e-07	2.11e-09	3.93e-09	2.65e-09	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  698.0
	This study		    1.6	182.5	-31.0 	GB17-5a:LP-DIR-T	hargrave 2017-01-09 16:46:14	1.67e-07	1.65e-09	4.01e-09	1.84e-09	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  723.0
	This study		    2.3	186.5	-30.8 	GB17-5a:LP-DIR-T	hargrave 2017-01-10 16:49:59	1.58e-07	1.65e-09	5.74e-09	1.99e-09	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  748.0
	This study		    1.0	184.8	-31.3 	GB17-5a:LP-DIR-T	hargrave 2017-01-11 19:28:43	1.49e-07	1.64e-09	1.60e-09	1.79e-09	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  773.0
	This study		    2.1	184.8	-31.2 	GB17-5a:LP-DIR-T	hargrave 2017-01-15 18:53:03	1.39e-07	2.61e-09	3.09e-09	3.35e-09	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  798.0
	This study		    1.8	187.2	-31.6 	GB17-5a:LP-DIR-T	hargrave 2017-01-18 14:31:11	1.26e-07	2.08e-09	1.98e-09	2.86e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  823.0
	This study		    1.9	184.4	-31.7 	GB17-5a:LP-DIR-T	hargrave 2017-01-19 01:04:13	1.21e-07	2.21e-09	1.52e-09	3.15e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  833.0
	This study		    2.1	185.1	-31.7 	GB17-5a:LP-DIR-T	hargrave 2017-01-19 15:58:24	1.17e-07	1.96e-09	2.87e-09	2.51e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  843.0
	This study		    1.7	186.3	-31.8 	GB17-5a:LP-DIR-T	hargrave 2017-01-20 13:51:33	1.14e-07	1.88e-09	1.41e-09	2.61e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  848.0
	This study		    3.5	186.1	-32.1 	GB17-5a:LP-DIR-T	hargrave 2017-01-22 13:21:47	1.12e-07	2.39e-09	5.53e-09	3.21e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  853.0
	This study		    2.6	186.9	-31.9 	GB17-5a:LP-DIR-T	hargrave 2017-02-01 16:13:25	1.04e-07	1.37e-09	4.04e-09	2.29e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  868.0
	This study		    2.6	181.6	-31.9 	GB17-5a:LP-DIR-T	hargrave 2017-02-02 15:08:19	8.74e-08	1.44e-09	3.05e-09	2.22e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  883.0
	This study		    2.6	186.5	-31.9 	GB17-5a:LP-DIR-T	hargrave 2017-02-06 14:01:42	6.91e-08	1.35e-09	2.44e-09	1.42e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB17-5a	u	0	0	0.00	0.00	  898.0
