tab	measurements
citations	specimen	experiment	instrument_codes	method_codes	software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	meas_n_orient	magn_x_sigma	magn_y_sigma	magn_z_sigma	standard	meas_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-09-14 09:46:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   34.5	178.6		g	-00.1 	3.80e-07	7	1	5.55e-09	2.47e-07	8.41e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-09-14 12:46:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	214.5		g	 11.0 	4.53e-07	8	1	3.07e-09	3.50e-09	7.00e-09	u	273	0	0	0.00	-90.00	  573.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-09-26 17:04:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	210.4		g	 10.6 	4.35e-07	9	1	6.11e-09	5.81e-09	9.37e-09	u	273	0	0	0.00	-90.00	  623.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-10-04 10:41:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	211.5		g	 11.2 	4.19e-07	10	1	7.84e-09	1.55e-08	1.01e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-10-21 11:27:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	215.3		g	 10.9 	4.09e-07	11	1	8.14e-09	1.05e-08	8.82e-09	u	273	0	0	0.00	-90.00	  698.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-10-28 11:29:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	213.3		g	 11.1 	3.99e-07	12	1	4.83e-09	8.62e-09	1.20e-08	u	273	0	0	0.00	-90.00	  723.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-03 12:05:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	212.7		g	 10.8 	3.90e-07	13	1	7.56e-09	1.42e-08	9.95e-09	u	273	0	0	0.00	-90.00	  748.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-07 12:21:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.8	212.9		g	 10.9 	3.86e-07	14	1	6.32e-09	1.40e-08	1.10e-08	u	273	0	0	0.00	-90.00	  773.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-08 20:00:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	211.8		g	 10.7 	3.85e-07	15	1	5.93e-09	6.61e-09	8.28e-09	u	273	0	0	0.00	-90.00	  798.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-09 15:17:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	214.5		g	 10.8 	3.79e-07	16	1	4.73e-09	9.84e-09	7.71e-09	u	273	0	0	0.00	-90.00	  823.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-13 21:33:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	213.9		g	 10.5 	3.71e-07	17	1	3.71e-09	2.11e-09	6.51e-09	u	273	0	0	0.00	-90.00	  833.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-14 23:06:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	210.8		g	 10.9 	2.80e-07	18	1	2.85e-09	3.14e-09	4.89e-09	u	273	0	0	0.00	-90.00	  843.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-16 14:02:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	211.7		g	 11.0 	2.80e-07	19	1	4.67e-09	1.00e-08	5.86e-09	u	273	0	0	0.00	-90.00	  848.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-21 14:34:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.0	212.7		g	 11.3 	2.74e-07	20	1	7.49e-09	1.58e-08	7.87e-09	u	273	0	0	0.00	-90.00	  853.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-23 13:38:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	213.4		g	 11.1 	2.14e-07	21	1	1.89e-09	1.67e-09	3.50e-09	u	273	0	0	0.00	-90.00	  868.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-11-30 10:46:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.3	211.2		g	 11.4 	2.11e-07	22	1	1.92e-09	6.18e-09	5.78e-09	u	273	0	0	0.00	-90.00	  883.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-12-09 14:46:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    5.0	214.6		g	 11.5 	1.84e-07	23	1	9.75e-09	1.19e-08	4.58e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-12-13 18:36:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.8	212.6		g	 12.3 	1.18e-07	24	1	2.52e-09	4.63e-09	2.64e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-12-15 16:16:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	209.4		g	 12.3 	7.49e-08	25	1	9.79e-10	6.56e-10	1.67e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-12-16 18:11:36	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	204.1		g	 11.9 	3.26e-08	26	1	4.14e-10	4.51e-10	5.34e-10	u	273	0	0	0.00	-90.00	  938.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-12-22 12:13:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.3	210.8		g	 12.5 	1.78e-08	27	1	3.36e-10	4.04e-10	5.62e-10	u	273	0	0	0.00	-90.00	  948.0
This study	GB10-1a	GB10-1a:LP-DIR-T	hargrave 2016-12-22 21:32:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.2	219.2		g	 08.2 	6.41e-09	28	1	2.07e-10	3.00e-10	3.36e-10	u	273	0	0	0.00	-90.00	  953.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-08-17 18:47:22	LT-NO:LP-DIR-T	pmagpy-3.4.1	    3.6	229.8		g	 23.9 	9.23e-07	1	1	2.68e-08	4.24e-08	3.05e-08	u	273	0	0	0.00	-90.00	273
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-08-18 11:26:00	LT-NO:LP-DIR-T	pmagpy-3.4.1	    3.0	229.0		g	 24.0 	9.23e-07	2	1	1.89e-08	3.51e-08	2.89e-08	u	273	0	0	0.00	-90.00	273
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-08-22 08:55:46	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    7.0	237.2		g	 24.4 	8.10e-07	3	1	7.57e-08	6.09e-08	2.48e-08	u	273	0	0	0.00	-90.00	77
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-08-26 15:48:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.3	229.8		g	 24.1 	8.21e-07	4	1	1.69e-08	9.56e-09	2.79e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-09-12 12:40:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	232.4		g	 23.1 	8.21e-07	5	1	1.09e-08	1.44e-08	1.00e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-09-13 14:24:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   56.3	179.7		g	-00.0 	4.60e-07	6	1	8.40e-09	6.07e-07	3.41e-07	u	273	0	0	0.00	-90.00	  573.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-09-14 09:49:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   56.4	179.5		g	-00.2 	4.60e-07	7	1	8.13e-09	6.09e-07	3.42e-07	u	273	0	0	0.00	-90.00	  573.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-09-14 12:48:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	233.1		g	 23.1 	8.03e-07	8	1	1.28e-08	1.85e-08	1.34e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-09-26 17:05:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	231.0		g	 22.8 	7.84e-07	9	1	1.97e-08	1.13e-08	7.50e-09	u	273	0	0	0.00	-90.00	  623.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-10-04 10:43:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.0	230.8		g	 22.9 	7.65e-07	10	1	4.45e-08	2.89e-08	1.25e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-10-21 11:29:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.2	232.0		g	 23.1 	7.56e-07	11	1	4.55e-08	3.02e-08	1.17e-08	u	273	0	0	0.00	-90.00	  698.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-10-28 11:31:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	232.3		g	 22.7 	7.52e-07	12	1	1.22e-08	1.23e-08	7.34e-09	u	273	0	0	0.00	-90.00	  723.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-03 12:08:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	230.7		g	 22.6 	7.39e-07	13	1	1.70e-08	1.12e-08	9.42e-09	u	273	0	0	0.00	-90.00	  748.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-07 12:23:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	230.8		g	 22.9 	7.34e-07	14	1	1.06e-08	9.31e-09	9.13e-09	u	273	0	0	0.00	-90.00	  773.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-08 20:02:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.9	231.8		g	 22.7 	7.37e-07	15	1	6.55e-09	7.37e-09	7.50e-09	u	273	0	0	0.00	-90.00	  798.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-09 15:19:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	233.5		g	 22.7 	7.26e-07	16	1	1.56e-08	9.48e-09	9.10e-09	u	273	0	0	0.00	-90.00	  823.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-13 21:35:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.3	228.5		g	 22.8 	7.12e-07	17	1	3.14e-08	2.49e-08	9.25e-09	u	273	0	0	0.00	-90.00	  833.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-14 23:08:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	231.6		g	 23.0 	6.51e-07	18	1	1.02e-08	6.62e-09	8.95e-09	u	273	0	0	0.00	-90.00	  843.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-16 14:04:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.9	229.8		g	 23.4 	6.46e-07	19	1	4.31e-08	3.44e-08	7.24e-09	u	273	0	0	0.00	-90.00	  848.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-21 14:36:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	232.1		g	 23.3 	6.46e-07	20	1	1.83e-08	1.36e-08	7.41e-09	u	273	0	0	0.00	-90.00	  853.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-23 13:40:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	231.4		g	 23.6 	5.73e-07	21	1	6.82e-09	7.23e-09	1.02e-08	u	273	0	0	0.00	-90.00	  868.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-11-30 10:52:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	232.3		g	 23.4 	5.67e-07	22	1	4.90e-09	5.77e-09	7.63e-09	u	273	0	0	0.00	-90.00	  883.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-12-09 14:48:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	231.3		g	 23.8 	5.39e-07	23	1	6.10e-09	7.06e-09	6.73e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-12-13 18:38:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	230.3		g	 24.0 	4.71e-07	24	1	1.59e-08	8.60e-09	8.87e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-12-15 16:18:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	233.3		g	 24.0 	4.13e-07	25	1	8.93e-09	4.00e-09	7.27e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-12-16 18:13:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    5.8	229.8		g	 25.0 	3.85e-07	26	1	3.11e-08	2.19e-08	9.15e-09	u	273	0	0	0.00	-90.00	  938.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-12-22 12:15:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    5.7	234.5		g	 28.4 	2.51e-08	27	1	1.98e-09	1.47e-09	5.23e-10	u	273	0	0	0.00	-90.00	  948.0
This study	GB10-2a	GB10-2a:LP-DIR-T	hargrave 2016-12-22 21:34:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    5.2	228.3		g	 38.3 	4.35e-09	28	1	3.27e-10	2.24e-10	9.02e-11	u	273	0	0	0.00	-90.00	  953.0
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-08-17 18:49:19	LT-NO:LP-DIR-T	pmagpy-3.4.1	    6.1	148.0		g	 03.1 	1.03e-06	1	1	5.25e-08	8.76e-08	4.22e-08	u	273	0	0	0.00	-90.00	273
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-08-18 11:27:57	LT-NO:LP-DIR-T	pmagpy-3.4.1	    6.4	147.7		g	 03.0 	1.03e-06	2	1	5.58e-08	9.21e-08	4.27e-08	u	273	0	0	0.00	-90.00	273
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-08-22 08:57:43	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    4.5	165.5		g	 03.0 	1.03e-06	3	1	2.01e-08	6.25e-08	4.96e-08	u	273	0	0	0.00	-90.00	77
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-08-26 15:50:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.4	146.9		g	 02.8 	1.03e-06	4	1	3.95e-08	5.59e-08	4.13e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-09-12 12:42:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    5.0	154.1		g	 02.3 	1.03e-06	5	1	3.91e-08	8.02e-08	1.26e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-09-13 14:28:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   28.6	180.8		g	-00.1 	8.63e-07	6	1	8.92e-09	4.69e-07	2.24e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-09-14 09:53:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   29.0	181.3		g	-00.1 	8.61e-07	7	1	1.02e-08	4.77e-07	2.28e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-09-14 12:53:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.8	149.5		g	 01.8 	9.72e-07	8	1	4.83e-09	5.45e-09	1.24e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-09-26 17:09:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	152.8		g	 01.0 	9.25e-07	9	1	1.12e-08	1.74e-08	1.42e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-10-04 10:45:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.2	153.7		g	 01.3 	8.68e-07	10	1	2.70e-08	5.64e-08	1.44e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB10-3a	GB10-3a:LP-DIR-T	hargrave 2016-10-21 11:31:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	152.2		g	 01.5 	8.42e-07	11	1	1.73e-08	3.36e-08	1.20e-08	u	273	0	0	0.00	-90.00	  698.0
