tab	measurements
citations	specimen	experiment	instrument_codes	method_codes	software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	meas_n_orient	magn_x_sigma	magn_y_sigma	magn_z_sigma	standard	meas_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-03 12:57:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	219.1		g	-12.4 	9.13e-07	11	1	1.21e-08	1.75e-08	1.11e-08	u	273	0	0	0.00	-90.00	  748.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-08 13:21:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	220.1		g	-12.0 	8.91e-07	12	1	1.63e-08	2.24e-08	9.12e-09	u	273	0	0	0.00	-90.00	  773.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-08 20:50:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	221.0		g	-12.0 	8.82e-07	13	1	1.83e-08	1.85e-08	9.39e-09	u	273	0	0	0.00	-90.00	  798.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-09 16:08:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	219.1		g	-12.2 	8.53e-07	14	1	1.59e-08	1.66e-08	1.03e-08	u	273	0	0	0.00	-90.00	  823.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-13 22:23:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.8	221.3		g	-12.4 	8.30e-07	15	1	8.26e-09	6.66e-09	9.64e-09	u	273	0	0	0.00	-90.00	  833.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-15 09:44:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.9	220.6		g	-12.1 	8.14e-07	16	1	8.38e-09	6.82e-09	8.53e-09	u	273	0	0	0.00	-90.00	  843.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-16 14:47:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.9	222.1		g	-12.1 	8.11e-07	17	1	6.44e-09	7.22e-09	9.21e-09	u	273	0	0	0.00	-90.00	  848.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-21 15:22:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	221.8		g	-12.1 	8.01e-07	18	1	1.37e-08	1.66e-08	9.80e-09	u	273	0	0	0.00	-90.00	  853.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-23 14:27:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	220.9		g	-12.4 	7.41e-07	19	1	2.11e-08	1.88e-08	1.01e-08	u	273	0	0	0.00	-90.00	  868.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-11-30 16:54:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	220.6		g	-12.3 	7.18e-07	20	1	8.63e-09	6.77e-09	7.89e-09	u	273	0	0	0.00	-90.00	  883.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-12-09 15:35:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	220.1		g	-12.1 	4.98e-07	21	1	5.08e-09	6.33e-09	5.25e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-12-13 19:24:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	221.7		g	-11.4 	2.36e-07	22	1	4.81e-09	7.64e-09	5.05e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-12-16 08:28:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	221.8		g	-10.4 	1.38e-07	23	1	1.51e-09	3.51e-09	1.97e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-12-17 17:30:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.2	221.4		g	-10.8 	9.47e-08	24	1	3.38e-09	3.78e-09	1.60e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-12-22 12:50:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	225.7		g	-10.0 	5.68e-08	25	1	6.35e-10	4.84e-10	1.00e-09	u	273	0	0	0.00	-90.00	  948.0
This study	GB13-1a	GB13-1a:LP-DIR-T	hargrave 2016-12-23 10:17:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	219.2		g	-11.7 	3.53e-08	26	1	5.23e-10	1.43e-09	5.00e-10	u	273	0	0	0.00	-90.00	  953.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-09-01 09:58:24	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.3	228.7		g	-13.5 	1.86e-06	1	1	2.21e-08	1.38e-08	3.51e-08	u	273	0	0	0.00	-90.00	273
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-09-04 17:29:25	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    0.7	226.4		g	-13.9 	1.83e-06	2	1	1.23e-08	9.19e-09	2.14e-08	u	273	0	0	0.00	-90.00	77
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-09-08 13:36:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	227.3		g	-13.9 	1.82e-06	3	1	3.22e-08	3.20e-08	2.33e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-09-12 15:10:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	228.4		g	-14.4 	1.79e-06	4	1	4.25e-08	3.53e-08	2.22e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-09-13 15:15:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   54.6	179.4		g	-00.0 	1.03e-06	5	1	1.81e-08	1.38e-06	4.63e-07	u	273	0	0	0.00	-90.00	  573.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-09-14 13:37:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.6	229.9		g	-14.6 	1.71e-06	6	1	5.89e-08	4.97e-08	1.96e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-09-26 17:59:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	230.9		g	-14.6 	1.63e-06	7	1	1.78e-08	1.57e-08	2.47e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-10-06 21:08:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	228.4		g	-14.4 	1.56e-06	8	1	4.51e-08	4.33e-08	2.32e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-10-24 10:51:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	229.3		g	-15.0 	1.54e-06	9	1	2.22e-08	2.27e-08	1.52e-08	u	273	0	0	0.00	-90.00	  698.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-10-28 12:32:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	228.9		g	-14.6 	1.51e-06	10	1	2.37e-08	2.38e-08	2.21e-08	u	273	0	0	0.00	-90.00	  723.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-03 13:00:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.9	229.2		g	-15.2 	1.45e-06	11	1	1.41e-08	1.39e-08	1.74e-08	u	273	0	0	0.00	-90.00	  748.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-08 13:23:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	230.4		g	-15.0 	1.40e-06	12	1	1.78e-08	1.85e-08	1.44e-08	u	273	0	0	0.00	-90.00	  773.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-08 20:52:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	226.9		g	-14.8 	1.36e-06	13	1	1.25e-08	1.20e-08	1.77e-08	u	273	0	0	0.00	-90.00	  798.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-09 16:09:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.3	230.6		g	-15.3 	1.24e-06	14	1	4.93e-08	4.61e-08	2.08e-08	u	273	0	0	0.00	-90.00	  823.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-13 22:24:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.2	225.9		g	-15.2 	1.18e-06	15	1	6.39e-08	5.88e-08	1.19e-08	u	273	0	0	0.00	-90.00	  833.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-15 09:46:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	228.3		g	-15.0 	1.05e-06	16	1	2.52e-08	2.44e-08	1.38e-08	u	273	0	0	0.00	-90.00	  843.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-16 14:49:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.6	230.0		g	-15.1 	1.03e-06	17	1	3.45e-08	3.00e-08	1.26e-08	u	273	0	0	0.00	-90.00	  848.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-21 15:24:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	229.7		g	-14.8 	1.02e-06	18	1	1.03e-08	9.41e-09	1.40e-08	u	273	0	0	0.00	-90.00	  853.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-23 14:29:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	227.7		g	-15.3 	9.32e-07	19	1	2.48e-08	1.96e-08	1.10e-08	u	273	0	0	0.00	-90.00	  868.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-11-30 16:58:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	229.9		g	-14.9 	9.11e-07	20	1	1.34e-08	1.14e-08	1.18e-08	u	273	0	0	0.00	-90.00	  883.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-12-09 15:37:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	225.9		g	-15.3 	7.89e-07	21	1	2.65e-08	2.59e-08	7.74e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-12-13 19:25:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	228.3		g	-14.5 	3.98e-07	22	1	4.43e-09	4.63e-09	6.83e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-12-16 08:29:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.0	232.2		g	-14.1 	1.14e-07	23	1	5.69e-09	5.38e-09	1.71e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-12-17 17:32:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.1	227.5		g	-14.0 	3.40e-08	24	1	1.68e-09	1.70e-09	5.98e-10	u	273	0	0	0.00	-90.00	  928.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-12-22 12:52:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.5	223.4		g	-12.0 	1.30e-08	25	1	4.80e-10	5.90e-10	2.53e-10	u	273	0	0	0.00	-90.00	  948.0
This study	GB13-2a	GB13-2a:LP-DIR-T	hargrave 2016-12-23 10:18:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	246.5		g	-07.2 	5.90e-09	26	1	8.90e-11	7.75e-11	8.38e-11	u	273	0	0	0.00	-90.00	  953.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-09-01 10:00:01	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.1	233.5		g	-19.7 	1.42e-06	1	1	1.79e-08	1.10e-08	1.79e-08	u	273	0	0	0.00	-90.00	273
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-09-04 17:31:01	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    2.6	232.1		g	-20.3 	1.39e-06	2	1	4.88e-08	3.35e-08	2.16e-08	u	273	0	0	0.00	-90.00	77
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-09-08 13:37:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	232.5		g	-20.8 	1.39e-06	3	1	3.93e-08	3.76e-08	2.51e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-09-12 15:14:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.6	235.1		g	-21.8 	1.35e-06	4	1	7.06e-08	4.23e-08	2.13e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-09-13 15:17:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   58.0	179.8		g	-00.1 	6.97e-07	5	1	1.10e-08	9.98e-07	5.29e-07	u	273	0	0	0.00	-90.00	  573.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-09-14 13:39:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	232.8		g	-22.1 	1.27e-06	6	1	1.23e-08	8.16e-09	1.79e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-09-26 18:00:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	236.0		g	-22.3 	1.19e-06	7	1	1.65e-08	7.10e-09	2.04e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-10-06 21:10:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	233.0		g	-22.2 	1.12e-06	8	1	3.26e-08	2.05e-08	1.83e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-10-24 10:55:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.3	234.6		g	-22.2 	1.09e-06	9	1	5.07e-08	3.37e-08	1.39e-08	u	273	0	0	0.00	-90.00	  698.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-10-28 12:34:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	236.0		g	-22.3 	1.05e-06	10	1	3.78e-08	2.23e-08	1.62e-08	u	273	0	0	0.00	-90.00	  723.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-03 13:01:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	233.2		g	-22.7 	9.90e-07	11	1	1.28e-08	1.45e-08	1.41e-08	u	273	0	0	0.00	-90.00	  748.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-08 13:25:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	233.2		g	-22.1 	9.43e-07	12	1	3.30e-08	2.29e-08	1.06e-08	u	273	0	0	0.00	-90.00	  773.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-08 20:53:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	236.1		g	-22.4 	9.13e-07	13	1	1.24e-08	7.06e-09	1.35e-08	u	273	0	0	0.00	-90.00	  798.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-09 16:11:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	234.3		g	-22.2 	8.41e-07	14	1	1.10e-08	8.05e-09	1.17e-08	u	273	0	0	0.00	-90.00	  823.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-13 22:26:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	238.1		g	-22.7 	8.01e-07	15	1	2.34e-08	1.50e-08	8.66e-09	u	273	0	0	0.00	-90.00	  833.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-15 09:49:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	237.6		g	-22.4 	7.25e-07	16	1	9.66e-09	8.88e-09	1.30e-08	u	273	0	0	0.00	-90.00	  843.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-16 14:50:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	233.5		g	-22.7 	7.20e-07	17	1	1.58e-08	7.87e-09	1.15e-08	u	273	0	0	0.00	-90.00	  848.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-21 15:25:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	235.8		g	-22.6 	7.12e-07	18	1	9.00e-09	7.19e-09	1.12e-08	u	273	0	0	0.00	-90.00	  853.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-23 15:04:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    8.1	232.4		g	-22.8 	6.66e-07	19	1	7.40e-08	5.87e-08	8.21e-09	u	273	0	0	0.00	-90.00	  868.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-23 15:17:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   52.8	177.4		g	 00.1 	4.22e-07	20	1	2.54e-08	4.82e-07	2.81e-07	u	273	0	0	0.00	-90.00	  868.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-23 15:22:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.7	228.8		g	-22.5 	6.67e-07	21	1	4.04e-08	3.50e-08	1.11e-08	u	273	0	0	0.00	-90.00	  868.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-11-30 16:59:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	234.8		g	-22.6 	6.60e-07	22	1	1.49e-08	9.89e-09	9.26e-09	u	273	0	0	0.00	-90.00	  883.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-12-09 15:39:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	235.4		g	-22.5 	5.54e-07	23	1	1.15e-08	1.02e-08	7.31e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-12-13 19:27:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	235.7		g	-21.4 	1.90e-07	24	1	2.25e-09	2.08e-09	2.41e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-12-16 08:34:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	237.6		g	-20.3 	1.05e-07	25	1	2.84e-09	1.79e-09	1.29e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-12-17 17:33:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	231.8		g	-19.4 	4.57e-08	26	1	8.15e-10	3.96e-10	7.36e-10	u	273	0	0	0.00	-90.00	  928.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-12-22 12:53:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.2	236.8		g	-20.5 	2.50e-08	27	1	1.05e-09	8.84e-10	3.81e-10	u	273	0	0	0.00	-90.00	  948.0
This study	GB13-3a	GB13-3a:LP-DIR-T	hargrave 2016-12-23 10:20:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.7	237.5		g	-20.8 	2.14e-08	28	1	1.14e-09	7.37e-10	3.61e-10	u	273	0	0	0.00	-90.00	  953.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-09-01 10:01:39	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.7	203.2		g	-36.8 	1.85e-06	1	1	3.16e-08	2.22e-08	4.14e-08	u	273	0	0	0.00	-90.00	273
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-09-04 17:32:38	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	199.1		g	-37.3 	1.82e-06	2	1	2.48e-08	2.31e-08	1.99e-08	u	273	0	0	0.00	-90.00	77
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-09-08 13:40:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	202.6		g	-37.3 	1.81e-06	3	1	2.47e-08	2.45e-08	1.91e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-09-12 15:15:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	203.5		g	-39.2 	1.77e-06	4	1	4.04e-08	6.02e-08	2.09e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-09-13 15:18:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   46.1	179.0		g	-00.0 	1.19e-06	5	1	2.53e-08	4.80e-07	1.14e-06	u	273	0	0	0.00	-90.00	  573.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-09-14 13:40:58	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	202.9		g	-39.7 	1.67e-06	6	1	2.70e-08	2.64e-08	2.01e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-09-26 18:02:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	202.7		g	-40.1 	1.56e-06	7	1	2.28e-08	2.90e-08	2.49e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-10-06 21:12:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	200.8		g	-39.7 	1.48e-06	8	1	2.61e-08	4.10e-08	1.90e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-10-24 10:57:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	202.9		g	-39.7 	1.44e-06	9	1	2.33e-08	2.32e-08	1.40e-08	u	273	0	0	0.00	-90.00	  698.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-10-28 12:36:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	200.3		g	-39.7 	1.38e-06	10	1	2.34e-08	3.05e-08	1.44e-08	u	273	0	0	0.00	-90.00	  723.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-11-03 13:05:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.0	200.2		g	-39.9 	1.31e-06	11	1	3.00e-08	6.23e-08	1.26e-08	u	273	0	0	0.00	-90.00	  748.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-11-08 13:28:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	200.3		g	-39.7 	1.25e-06	12	1	1.95e-08	3.74e-08	1.64e-08	u	273	0	0	0.00	-90.00	  773.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-11-08 20:55:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	200.0		g	-39.2 	1.20e-06	13	1	2.27e-08	1.74e-08	1.50e-08	u	273	0	0	0.00	-90.00	  798.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-11-09 16:13:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	204.4		g	-40.1 	1.10e-06	14	1	1.71e-08	2.51e-08	9.16e-09	u	273	0	0	0.00	-90.00	  823.0
This study	GB13-4a	GB13-4a:LP-DIR-T	hargrave 2016-11-13 22:27:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	204.7		g	-40.7 	1.06e-06	15	1	1.66e-08	1.58e-08	1.34e-08	u	273	0	0	0.00	-90.00	  833.0
