tab	measurements
analysts	citation	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study		    4.1	218.7	 27.9 	GB16-2a:LP-DIR-T	hargrave 2016-09-01 10:42:12	2.68e-07	1.37e-08	1.07e-08	8.20e-09	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	273
	This study		    1.6	220.8	 27.4 	GB16-2a:LP-DIR-T	hargrave 2016-09-04 18:12:39	2.58e-07	5.16e-09	4.38e-09	3.21e-09	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	77
	This study		    2.9	218.2	 26.9 	GB16-2a:LP-DIR-T	hargrave 2016-11-16 15:58:27	2.54e-07	6.34e-09	1.09e-08	4.02e-09	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  373.0
	This study		    1.6	222.6	 26.0 	GB16-2a:LP-DIR-T	hargrave 2016-11-21 16:06:07	2.46e-07	5.19e-09	3.36e-09	4.02e-09	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  473.0
	This study		    2.7	226.7	 25.7 	GB16-2a:LP-DIR-T	hargrave 2016-12-09 22:47:32	2.30e-07	7.83e-09	6.82e-09	2.77e-09	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  573.0
	This study		    5.8	224.1	 25.4 	GB16-2a:LP-DIR-T	hargrave 2016-12-16 11:29:04	2.04e-07	1.36e-08	1.55e-08	3.45e-09	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  623.0
	This study		    2.4	221.8	 25.9 	GB16-2a:LP-DIR-T	hargrave 2017-01-05 11:50:19	1.91e-07	6.00e-09	4.64e-09	3.11e-09	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  673.0
	This study		    3.2	219.9	 25.7 	GB16-2a:LP-DIR-T	hargrave 2017-01-06 15:25:07	1.83e-07	7.69e-09	5.34e-09	4.78e-09	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  698.0
	This study		    3.3	221.3	 25.7 	GB16-2a:LP-DIR-T	hargrave 2017-01-09 16:28:35	1.73e-07	7.43e-09	6.04e-09	3.47e-09	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  723.0
	This study		    3.1	219.6	 25.5 	GB16-2a:LP-DIR-T	hargrave 2017-01-10 16:32:58	1.62e-07	6.16e-09	5.14e-09	3.85e-09	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  748.0
	This study		    2.5	222.4	 25.1 	GB16-2a:LP-DIR-T	hargrave 2017-01-11 19:12:35	1.54e-07	4.08e-09	4.10e-09	3.76e-09	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  773.0
	This study		    2.6	220.7	 24.6 	GB16-2a:LP-DIR-T	hargrave 2017-01-15 18:34:49	1.42e-07	3.99e-09	5.00e-09	1.50e-09	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  798.0
	This study		    2.9	223.0	 24.4 	GB16-2a:LP-DIR-T	hargrave 2017-01-18 14:13:17	1.30e-07	4.43e-09	4.62e-09	1.24e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  823.0
	This study		    0.9	222.7	 24.3 	GB16-2a:LP-DIR-T	hargrave 2017-01-19 00:45:07	1.23e-07	1.31e-09	1.26e-09	1.14e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  833.0
	This study		    1.3	223.3	 24.4 	GB16-2a:LP-DIR-T	hargrave 2017-01-19 15:40:22	1.18e-07	1.76e-09	1.71e-09	1.11e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  843.0
	This study		    3.6	222.4	 24.7 	GB16-2a:LP-DIR-T	hargrave 2017-01-20 13:32:40	1.15e-07	4.88e-09	5.04e-09	1.55e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  848.0
	This study		    1.2	222.0	 24.5 	GB16-2a:LP-DIR-T	hargrave 2017-01-22 13:02:44	1.12e-07	1.31e-09	1.78e-09	1.13e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  853.0
	This study		    4.2	224.6	 24.2 	GB16-2a:LP-DIR-T	hargrave 2017-02-01 15:55:42	1.04e-07	5.41e-09	5.38e-09	9.73e-10	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  868.0
	This study		    1.3	221.9	 24.2 	GB16-2a:LP-DIR-T	hargrave 2017-02-02 14:50:25	9.57e-08	1.44e-09	1.38e-09	9.10e-10	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  883.0
	This study		    1.5	222.5	 23.9 	GB16-2a:LP-DIR-T	hargrave 2017-02-06 13:47:12	8.22e-08	1.32e-09	1.93e-09	6.21e-10	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  898.0
	This study		    2.9	223.3	 24.7 	GB16-2a:LP-DIR-T	hargrave 2017-02-08 12:08:53	6.14e-08	1.99e-09	2.46e-09	5.28e-10	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  913.0
	This study		    5.8	223.0	 23.5 	GB16-2a:LP-DIR-T	hargrave 2017-02-08 21:35:34	3.64e-08	2.39e-09	3.11e-09	3.31e-10	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  928.0
	This study		    3.4	224.8	 23.9 	GB16-2a:LP-DIR-T	hargrave 2017-02-09 14:46:58	1.75e-08	7.95e-10	7.72e-10	1.58e-10	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  938.0
	This study		    5.6	218.6	 23.2 	GB16-2a:LP-DIR-T	hargrave 2017-02-13 17:22:44	8.09e-09	5.17e-10	6.28e-10	7.85e-11	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  948.0
	This study		   12.8	233.2	 21.7 	GB16-2a:LP-DIR-T	hargrave 2017-02-14 22:05:36	5.16e-09	9.39e-10	7.11e-10	5.37e-11	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB16-2a	u	0	0	0.00	0.00	  953.0
	This study		    2.3	216.6	 14.6 	GB16-3a:LP-DIR-T	hargrave 2016-09-01 10:43:52	4.83e-07	1.09e-08	9.91e-09	1.30e-08	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	273
	This study		    1.3	217.6	 13.8 	GB16-3a:LP-DIR-T	hargrave 2016-09-04 18:14:18	4.72e-07	6.46e-09	7.56e-09	5.39e-09	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	77
	This study		    5.2	208.3	 12.6 	GB16-3a:LP-DIR-T	hargrave 2016-11-16 16:00:20	4.64e-07	1.94e-08	3.68e-08	5.84e-09	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  373.0
	This study		    1.2	215.2	 11.3 	GB16-3a:LP-DIR-T	hargrave 2016-11-21 16:07:59	4.47e-07	3.58e-09	5.85e-09	6.47e-09	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  473.0
	This study		    2.0	220.2	 10.4 	GB16-3a:LP-DIR-T	hargrave 2016-12-09 22:49:10	4.04e-07	8.64e-09	9.54e-09	5.38e-09	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  573.0
	This study		    1.5	221.6	 10.4 	GB16-3a:LP-DIR-T	hargrave 2016-12-16 11:30:36	3.51e-07	3.30e-09	7.62e-09	6.17e-09	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  623.0
	This study		    2.2	216.2	 10.8 	GB16-3a:LP-DIR-T	hargrave 2017-01-05 11:51:51	3.22e-07	7.19e-09	8.83e-09	5.28e-09	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  673.0
	This study		    1.4	215.0	 10.4 	GB16-3a:LP-DIR-T	hargrave 2017-01-06 15:26:46	3.05e-07	2.69e-09	3.45e-09	6.44e-09	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  698.0
	This study		    5.5	218.2	 10.6 	GB16-3a:LP-DIR-T	hargrave 2017-01-09 16:30:13	2.81e-07	1.64e-08	2.09e-08	4.42e-09	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  723.0
	This study		    2.3	217.2	 10.5 	GB16-3a:LP-DIR-T	hargrave 2017-01-10 16:34:28	2.57e-07	5.79e-09	7.19e-09	5.15e-09	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  748.0
	This study		    2.0	218.7	 10.0 	GB16-3a:LP-DIR-T	hargrave 2017-01-11 19:13:58	2.38e-07	5.78e-09	4.42e-09	4.83e-09	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  773.0
	This study		    1.5	218.0	 09.2 	GB16-3a:LP-DIR-T	hargrave 2017-01-15 18:36:25	2.17e-07	2.15e-09	3.69e-09	3.93e-09	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  798.0
	This study		    1.5	219.1	 09.0 	GB16-3a:LP-DIR-T	hargrave 2017-01-18 14:14:47	1.94e-07	1.82e-09	2.99e-09	3.66e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  823.0
	This study		    2.6	220.3	 09.0 	GB16-3a:LP-DIR-T	hargrave 2017-01-19 00:46:44	1.80e-07	4.22e-09	6.40e-09	3.06e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  833.0
	This study		    1.8	218.7	 09.0 	GB16-3a:LP-DIR-T	hargrave 2017-01-19 15:41:52	1.70e-07	2.22e-09	3.82e-09	3.30e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  843.0
	This study		    1.5	218.8	 09.2 	GB16-3a:LP-DIR-T	hargrave 2017-01-20 13:34:15	1.65e-07	1.97e-09	3.24e-09	2.33e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  848.0
	This study		    1.2	218.1	 09.0 	GB16-3a:LP-DIR-T	hargrave 2017-01-22 13:04:22	1.61e-07	9.21e-10	1.46e-09	3.01e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  853.0
	This study		    1.4	220.1	 09.0 	GB16-3a:LP-DIR-T	hargrave 2017-02-01 15:57:12	1.51e-07	1.50e-09	1.38e-09	3.04e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  868.0
	This study		    1.3	221.0	 08.9 	GB16-3a:LP-DIR-T	hargrave 2017-02-02 14:51:59	1.40e-07	1.48e-09	1.66e-09	2.49e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  883.0
	This study		    2.4	220.2	 08.9 	GB16-3a:LP-DIR-T	hargrave 2017-02-06 13:48:23	1.22e-07	4.19e-09	2.62e-09	1.99e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  898.0
	This study		    2.1	219.2	 08.9 	GB16-3a:LP-DIR-T	hargrave 2017-02-08 12:10:05	9.60e-08	2.45e-09	2.11e-09	1.68e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  913.0
	This study		    3.4	219.2	 09.7 	GB16-3a:LP-DIR-T	hargrave 2017-02-08 21:36:47	6.04e-08	3.19e-09	2.06e-09	8.77e-10	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  928.0
	This study		    3.2	222.3	 10.0 	GB16-3a:LP-DIR-T	hargrave 2017-02-09 14:48:12	3.93e-08	1.37e-09	1.91e-09	5.08e-10	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  938.0
	This study		    4.4	220.6	 09.1 	GB16-3a:LP-DIR-T	hargrave 2017-02-13 17:24:18	2.53e-08	1.28e-09	1.42e-09	4.64e-10	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  948.0
	This study		    5.4	222.6	 09.9 	GB16-3a:LP-DIR-T	hargrave 2017-02-14 22:07:04	1.83e-08	1.15e-09	1.31e-09	2.82e-10	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB16-3a	u	0	0	0.00	0.00	  953.0
	This study		    1.4	129.7	 31.0 	GB16-4a:LP-DIR-T	hargrave 2016-09-01 10:45:28	5.32e-07	8.22e-09	9.19e-09	6.86e-09	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	273
	This study		    1.3	130.3	 31.8 	GB16-4a:LP-DIR-T	hargrave 2016-09-04 18:15:52	5.20e-07	8.51e-09	7.39e-09	5.70e-09	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	77
	This study		    3.0	135.0	 31.9 	GB16-4a:LP-DIR-T	hargrave 2016-11-16 16:01:57	5.14e-07	1.81e-08	1.97e-08	5.69e-09	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  373.0
	This study		    3.0	130.9	 30.8 	GB16-4a:LP-DIR-T	hargrave 2016-11-21 16:11:52	5.00e-07	2.08e-08	1.64e-08	5.92e-09	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  473.0
	This study		    1.5	132.5	 31.1 	GB16-4a:LP-DIR-T	hargrave 2016-12-09 22:50:45	4.59e-07	8.97e-09	5.72e-09	6.17e-09	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  573.0
	This study		    1.3	130.1	 30.0 	GB16-4a:LP-DIR-T	hargrave 2016-12-16 11:32:11	4.08e-07	6.37e-09	6.63e-09	4.84e-09	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  623.0
	This study		    2.8	132.7	 29.7 	GB16-4a:LP-DIR-T	hargrave 2017-01-05 11:54:13	3.79e-07	1.31e-08	1.19e-08	5.52e-09	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  673.0
	This study		    2.2	129.2	 29.5 	GB16-4a:LP-DIR-T	hargrave 2017-01-06 15:28:22	3.59e-07	8.75e-09	8.76e-09	6.75e-09	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  698.0
	This study		    2.1	131.4	 29.3 	GB16-4a:LP-DIR-T	hargrave 2017-01-09 16:31:49	3.38e-07	8.08e-09	7.84e-09	5.00e-09	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  723.0
	This study		    1.1	130.6	 28.8 	GB16-4a:LP-DIR-T	hargrave 2017-01-10 16:36:01	3.17e-07	2.84e-09	2.93e-09	4.94e-09	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  748.0
	This study		    1.3	132.4	 28.9 	GB16-4a:LP-DIR-T	hargrave 2017-01-11 19:15:19	2.94e-07	4.08e-09	2.26e-09	5.13e-09	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  773.0
	This study		    1.4	133.1	 29.9 	GB16-4a:LP-DIR-T	hargrave 2017-01-15 18:38:00	2.66e-07	3.52e-09	3.71e-09	4.52e-09	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  798.0
	This study		    2.3	129.6	 29.5 	GB16-4a:LP-DIR-T	hargrave 2017-01-18 14:16:21	2.31e-07	7.33e-09	5.06e-09	3.32e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  823.0
	This study		    1.9	133.4	 29.6 	GB16-4a:LP-DIR-T	hargrave 2017-01-19 00:48:17	2.16e-07	5.67e-09	3.24e-09	3.45e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  833.0
	This study		    1.9	131.0	 29.4 	GB16-4a:LP-DIR-T	hargrave 2017-01-19 15:43:26	2.04e-07	4.93e-09	3.55e-09	3.38e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  843.0
	This study		    1.3	133.0	 29.5 	GB16-4a:LP-DIR-T	hargrave 2017-01-20 13:36:07	1.96e-07	2.46e-09	2.86e-09	2.73e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  848.0
	This study		    1.9	127.7	 29.4 	GB16-4a:LP-DIR-T	hargrave 2017-01-22 13:05:57	1.91e-07	5.02e-09	2.88e-09	2.88e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  853.0
	This study		    1.5	133.1	 29.4 	GB16-4a:LP-DIR-T	hargrave 2017-02-01 15:58:45	1.75e-07	2.55e-09	2.39e-09	2.97e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  868.0
	This study		    1.6	131.7	 29.3 	GB16-4a:LP-DIR-T	hargrave 2017-02-02 14:53:32	1.59e-07	3.63e-09	2.30e-09	2.31e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB16-4a	u	0	0	0.00	0.00	  883.0
