tab	measurements
citations	specimen	experiment	instrument_codes	method_codes	software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	meas_n_orient	magn_x_sigma	magn_y_sigma	magn_z_sigma	standard	meas_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	GB3-1a	GB3-1a:LP-DIR-T	hargrave 2016-11-10 11:27:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	259.4		g	 33.5 	1.09e-07	23	1	2.04e-09	1.17e-09	1.09e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB3-1a	GB3-1a:LP-DIR-T	hargrave 2016-11-11 12:25:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	257.3		g	 33.5 	6.57e-08	24	1	2.05e-09	9.60e-10	7.99e-10	u	273	0	0	0.00	-90.00	  938.0
This study	GB3-1a	GB3-1a:LP-DIR-T	hargrave 2016-11-14 19:48:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	253.0		g	 34.0 	1.26e-08	25	1	3.42e-10	2.62e-10	1.32e-10	u	273	0	0	0.00	-90.00	  948.0
This study	GB3-1a	GB3-1a:LP-DIR-T	hargrave 2016-11-15 18:36:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	254.9		g	 32.3 	1.27e-08	26	1	4.87e-10	2.93e-10	1.67e-10	u	273	0	0	0.00	-90.00	  953.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-08-17 16:47:42	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.8	113.5		g	 31.3 	5.96e-07	1	1	1.04e-08	8.04e-09	1.39e-08	u	273	0	0	0.00	-90.00	273
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-08-17 19:42:01	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.9	113.6		g	 31.3 	5.96e-07	2	1	1.15e-08	7.85e-09	1.40e-08	u	273	0	0	0.00	-90.00	273
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-08-19 18:30:13	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    5.6	111.9		g	 31.0 	5.81e-07	3	1	5.27e-08	1.48e-08	1.42e-08	u	273	0	0	0.00	-90.00	77
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-08-26 13:50:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	114.3		g	 30.5 	5.81e-07	4	1	1.40e-08	5.32e-09	1.20e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-08-31 17:51:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	113.9		g	 29.8 	5.73e-07	5	1	8.15e-09	5.77e-09	1.06e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-01 15:22:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	113.2		g	 29.6 	5.52e-07	6	1	1.30e-08	1.02e-08	1.00e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-02 14:44:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	111.7		g	 29.8 	5.30e-07	7	1	8.73e-09	5.66e-09	1.25e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-08 10:44:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	112.9		g	 29.6 	5.07e-07	8	1	6.53e-09	4.95e-09	6.64e-09	u	273	0	0	0.00	-90.00	  673.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-08 16:54:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	112.1		g	 29.7 	4.95e-07	9	1	9.67e-09	4.89e-09	6.38e-09	u	273	0	0	0.00	-90.00	  698.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-12 10:47:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.8	114.6		g	 29.5 	4.88e-07	10	1	1.27e-08	4.69e-09	6.34e-09	u	273	0	0	0.00	-90.00	  723.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-12 21:34:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	113.9		g	 29.5 	4.77e-07	11	1	5.94e-09	4.02e-09	5.32e-09	u	273	0	0	0.00	-90.00	  748.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-15 11:31:26	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	115.1		g	 29.5 	4.67e-07	12	1	4.43e-09	3.07e-09	5.98e-09	u	273	0	0	0.00	-90.00	  773.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-19 17:44:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	115.3		g	 29.7 	4.48e-07	13	1	4.78e-09	2.96e-09	5.13e-09	u	273	0	0	0.00	-90.00	  798.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-22 16:43:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.6	113.5		g	 29.4 	4.15e-07	14	1	2.40e-08	9.71e-09	5.54e-09	u	273	0	0	0.00	-90.00	  823.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-09-29 10:22:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	113.4		g	 29.4 	4.03e-07	15	1	1.28e-08	4.32e-09	5.64e-09	u	273	0	0	0.00	-90.00	  833.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-10-03 17:24:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.6	114.7		g	 29.7 	3.83e-07	16	1	2.14e-08	1.01e-08	4.12e-09	u	273	0	0	0.00	-90.00	  843.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-10-08 13:58:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	112.6		g	 29.7 	3.72e-07	17	1	1.20e-08	6.45e-09	4.70e-09	u	273	0	0	0.00	-90.00	  848.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-10-20 12:00:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	114.1		g	 29.8 	3.55e-07	18	1	1.02e-08	5.06e-09	3.69e-09	u	273	0	0	0.00	-90.00	  853.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-10-25 00:02:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	115.9		g	 29.6 	3.21e-07	19	1	1.16e-08	6.08e-09	2.84e-09	u	273	0	0	0.00	-90.00	  868.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-11-07 10:23:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	113.7		g	 29.5 	2.87e-07	20	1	1.23e-08	5.56e-09	2.77e-09	u	273	0	0	0.00	-90.00	  883.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-11-08 11:47:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	113.9		g	 29.9 	2.47e-07	21	1	6.07e-09	2.98e-09	2.14e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-11-09 10:45:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	114.8		g	 29.9 	1.99e-07	22	1	3.72e-09	2.26e-09	1.71e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-11-10 11:29:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.3	115.7		g	 29.8 	1.26e-07	23	1	5.91e-09	4.04e-09	1.37e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-11-11 12:27:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	115.8		g	 29.5 	7.82e-08	24	1	1.06e-09	9.09e-10	8.28e-10	u	273	0	0	0.00	-90.00	  938.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-11-14 19:50:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	119.5		g	 27.6 	2.06e-08	25	1	3.08e-10	2.17e-10	1.50e-10	u	273	0	0	0.00	-90.00	  948.0
This study	GB3-2a	GB3-2a:LP-DIR-T	hargrave 2016-11-15 18:38:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.9	114.3		g	 28.7 	2.04e-08	26	1	9.29e-10	4.39e-10	1.65e-10	u	273	0	0	0.00	-90.00	  953.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-08-17 16:49:17	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.1	098.6		g	 32.9 	9.03e-07	1	1	3.06e-08	9.07e-09	1.08e-08	u	273	0	0	0.00	-90.00	273
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-08-17 19:43:37	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.1	098.6		g	 32.8 	9.03e-07	2	1	3.03e-08	9.44e-09	1.11e-08	u	273	0	0	0.00	-90.00	273
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-08-19 18:31:49	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	098.2		g	 32.5 	8.86e-07	3	1	2.72e-08	9.79e-09	1.04e-08	u	273	0	0	0.00	-90.00	77
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-08-26 13:53:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	098.6		g	 32.3 	8.80e-07	4	1	2.56e-08	7.47e-09	1.11e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-08-31 17:54:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	098.6		g	 31.4 	8.67e-07	5	1	3.87e-08	8.35e-09	1.06e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-01 15:23:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	098.1		g	 31.2 	8.36e-07	6	1	1.97e-08	8.34e-09	8.90e-09	u	273	0	0	0.00	-90.00	  573.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-02 14:45:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	097.1		g	 31.1 	8.02e-07	7	1	1.69e-08	6.75e-09	9.67e-09	u	273	0	0	0.00	-90.00	  623.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-08 10:46:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	096.4		g	 31.8 	7.66e-07	8	1	3.46e-08	5.71e-09	1.03e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-08 16:55:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	099.9		g	 31.6 	7.50e-07	9	1	1.25e-08	5.47e-09	1.02e-08	u	273	0	0	0.00	-90.00	  698.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-12 10:49:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	098.4		g	 31.8 	7.39e-07	10	1	1.01e-08	4.69e-09	9.84e-09	u	273	0	0	0.00	-90.00	  723.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-12 21:36:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.0	101.5		g	 31.9 	7.22e-07	11	1	4.87e-08	1.15e-08	9.13e-09	u	273	0	0	0.00	-90.00	  748.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-15 11:33:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	099.6		g	 31.6 	7.07e-07	12	1	6.70e-09	5.96e-09	8.59e-09	u	273	0	0	0.00	-90.00	  773.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-19 17:47:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	098.2		g	 31.7 	6.79e-07	13	1	1.63e-08	5.67e-09	8.87e-09	u	273	0	0	0.00	-90.00	  798.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-22 16:45:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.2	096.9		g	 31.5 	6.34e-07	14	1	3.41e-08	6.72e-09	8.95e-09	u	273	0	0	0.00	-90.00	  823.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-09-29 10:25:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.9	097.8		g	 31.6 	6.20e-07	15	1	2.96e-08	5.90e-09	9.85e-09	u	273	0	0	0.00	-90.00	  833.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-10-03 17:25:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	097.9		g	 32.1 	5.90e-07	16	1	1.27e-08	5.99e-09	7.96e-09	u	273	0	0	0.00	-90.00	  843.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-10-08 14:00:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	098.6		g	 32.1 	5.73e-07	17	1	9.26e-09	5.89e-09	8.56e-09	u	273	0	0	0.00	-90.00	  848.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-10-20 12:02:40	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	100.7		g	 32.0 	5.48e-07	18	1	9.71e-09	5.72e-09	6.41e-09	u	273	0	0	0.00	-90.00	  853.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-10-25 00:03:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	099.2		g	 31.8 	4.96e-07	19	1	1.92e-08	6.65e-09	4.80e-09	u	273	0	0	0.00	-90.00	  868.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-11-07 10:26:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	099.0		g	 32.0 	4.61e-07	20	1	9.65e-09	4.29e-09	5.22e-09	u	273	0	0	0.00	-90.00	  883.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-11-08 11:48:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	098.9		g	 32.0 	3.79e-07	21	1	5.80e-09	3.64e-09	4.11e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-11-09 10:48:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	100.5		g	 32.0 	3.01e-07	22	1	4.54e-09	2.98e-09	3.31e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-11-10 11:31:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	098.2		g	 31.7 	1.94e-07	23	1	4.73e-09	2.64e-09	2.19e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-11-11 12:29:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	098.9		g	 32.1 	1.16e-07	24	1	3.94e-09	1.61e-09	1.60e-09	u	273	0	0	0.00	-90.00	  938.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-11-14 19:52:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	099.8		g	 31.7 	3.35e-08	25	1	4.61e-10	5.34e-10	3.51e-10	u	273	0	0	0.00	-90.00	  948.0
This study	GB3-3a	GB3-3a:LP-DIR-T	hargrave 2016-11-15 18:39:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    6.0	101.8		g	 32.6 	3.29e-08	26	1	3.34e-09	7.92e-10	3.47e-10	u	273	0	0	0.00	-90.00	  953.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-08-17 16:50:54	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.0	273.4		g	 40.9 	7.83e-07	1	1	7.31e-09	1.14e-08	5.42e-09	u	273	0	0	0.00	-90.00	273
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-08-17 19:45:14	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.3	272.4		g	 40.9 	7.83e-07	2	1	1.36e-08	1.14e-08	5.93e-09	u	273	0	0	0.00	-90.00	273
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-08-19 18:33:27	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	274.6		g	 40.8 	7.63e-07	3	1	1.91e-08	9.98e-09	6.55e-09	u	273	0	0	0.00	-90.00	77
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-08-26 13:55:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	274.4		g	 40.4 	7.59e-07	4	1	1.98e-08	1.11e-08	4.69e-09	u	273	0	0	0.00	-90.00	  373.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-08-31 17:55:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    0.8	275.4		g	 39.4 	7.50e-07	5	1	7.05e-09	9.65e-09	2.31e-09	u	273	0	0	0.00	-90.00	  473.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-01 15:25:17	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	274.5		g	 39.4 	7.20e-07	6	1	2.28e-08	8.96e-09	3.10e-09	u	273	0	0	0.00	-90.00	  573.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-02 14:47:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	273.3		g	 39.4 	6.93e-07	7	1	9.41e-09	8.33e-09	3.01e-09	u	273	0	0	0.00	-90.00	  623.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-08 10:48:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	274.2		g	 38.5 	6.66e-07	8	1	2.71e-08	1.27e-08	5.49e-09	u	273	0	0	0.00	-90.00	  673.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-08 16:58:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	278.4		g	 38.7 	6.51e-07	9	1	1.42e-08	1.06e-08	5.82e-09	u	273	0	0	0.00	-90.00	  698.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-12 10:50:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	276.1		g	 38.9 	6.40e-07	10	1	1.57e-08	9.67e-09	4.60e-09	u	273	0	0	0.00	-90.00	  723.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-12 21:38:00	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	276.1		g	 38.9 	6.28e-07	11	1	1.30e-08	9.52e-09	6.85e-09	u	273	0	0	0.00	-90.00	  748.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-15 11:34:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	275.8		g	 38.8 	6.11e-07	12	1	8.61e-09	9.28e-09	5.45e-09	u	273	0	0	0.00	-90.00	  773.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-19 17:48:44	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	277.1		g	 38.8 	5.89e-07	13	1	1.41e-08	1.01e-08	6.76e-09	u	273	0	0	0.00	-90.00	  798.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-22 16:47:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	275.8		g	 39.0 	5.44e-07	14	1	1.01e-08	9.56e-09	3.10e-09	u	273	0	0	0.00	-90.00	  823.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-09-29 10:27:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	274.7		g	 38.9 	5.32e-07	15	1	1.31e-08	9.19e-09	3.41e-09	u	273	0	0	0.00	-90.00	  833.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-10-03 17:27:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	275.1		g	 38.8 	5.03e-07	16	1	7.81e-09	7.74e-09	5.72e-09	u	273	0	0	0.00	-90.00	  843.0
This study	GB3-4a	GB3-4a:LP-DIR-T	hargrave 2016-10-08 14:01:58	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	275.8		g	 38.8 	4.89e-07	17	1	7.16e-09	7.56e-09	5.48e-09	u	273	0	0	0.00	-90.00	  848.0
