tab	measurements
analysts	citation	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study		    2.1	167.2	 26.0 	GB15-1a:LP-DIR-T	hargrave 2017-01-11 18:57:29	5.66e-07	4.84e-09	1.79e-08	9.36e-09	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  773.0
	This study		    3.6	168.6	 26.2 	GB15-1a:LP-DIR-T	hargrave 2017-01-15 18:17:24	4.74e-07	1.17e-08	2.44e-08	1.23e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  798.0
	This study		    2.7	168.8	 25.8 	GB15-1a:LP-DIR-T	hargrave 2017-01-18 13:57:01	3.56e-07	8.00e-09	1.25e-08	8.73e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  823.0
	This study		    2.2	169.5	 25.8 	GB15-1a:LP-DIR-T	hargrave 2017-01-19 00:27:46	2.98e-07	5.87e-09	7.19e-09	7.37e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  833.0
	This study		    2.9	167.2	 25.7 	GB15-1a:LP-DIR-T	hargrave 2017-01-19 15:24:08	2.57e-07	5.70e-09	9.98e-09	6.30e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  843.0
	This study		    2.3	169.0	 25.7 	GB15-1a:LP-DIR-T	hargrave 2017-01-20 13:15:46	2.33e-07	4.25e-09	6.59e-09	5.14e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  848.0
	This study		    2.0	168.7	 25.7 	GB15-1a:LP-DIR-T	hargrave 2017-01-22 12:45:29	2.17e-07	4.06e-09	3.28e-09	5.79e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  853.0
	This study		    2.1	169.2	 25.6 	GB15-1a:LP-DIR-T	hargrave 2017-02-01 15:41:36	2.14e-07	3.02e-09	5.15e-09	5.46e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  868.0
	This study		    2.1	166.1	 25.6 	GB15-1a:LP-DIR-T	hargrave 2017-02-02 14:36:24	1.69e-07	2.16e-09	4.39e-09	4.04e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  883.0
	This study		    2.1	166.1	 25.8 	GB15-1a:LP-DIR-T	hargrave 2017-02-06 13:35:04	1.18e-07	1.69e-09	2.77e-09	2.99e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  898.0
	This study		    1.8	169.1	 25.6 	GB15-1a:LP-DIR-T	hargrave 2017-02-08 11:55:07	8.51e-08	1.12e-09	1.00e-09	2.31e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  913.0
	This study		    3.2	165.6	 26.0 	GB15-1a:LP-DIR-T	hargrave 2017-02-08 21:20:46	4.68e-08	4.74e-10	2.30e-09	1.25e-09	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  928.0
	This study		    1.6	166.0	 25.4 	GB15-1a:LP-DIR-T	hargrave 2017-02-09 14:34:58	3.02e-08	5.16e-10	5.02e-10	8.55e-10	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  938.0
	This study		    2.6	166.7	 27.2 	GB15-1a:LP-DIR-T	hargrave 2017-02-13 17:05:56	2.55e-08	3.30e-10	1.05e-09	5.31e-10	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  948.0
	This study		    2.0	167.3	 25.9 	GB15-1a:LP-DIR-T	hargrave 2017-02-14 21:49:00	1.42e-08	3.26e-10	4.25e-10	2.56e-10	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB15-1a	u	0	0	0.00	0.00	  953.0
	This study		    4.5	200.3	 25.6 	GB15-2a:LP-DIR-T	hargrave 2016-09-01 10:27:41	1.09e-06	4.07e-08	5.97e-08	4.71e-08	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	273
	This study		    2.7	198.9	 25.3 	GB15-2a:LP-DIR-T	hargrave 2016-09-04 17:58:13	1.08e-06	1.95e-08	4.56e-08	1.64e-08	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	77
	This study		    3.2	203.6	 24.9 	GB15-2a:LP-DIR-T	hargrave 2016-11-16 15:13:59	1.07e-06	2.47e-08	5.33e-08	1.40e-08	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  373.0
	This study		    5.4	201.1	 25.0 	GB15-2a:LP-DIR-T	hargrave 2016-11-21 15:52:43	1.06e-06	3.74e-08	9.26e-08	1.70e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  473.0
	This study		    1.2	204.0	 25.1 	GB15-2a:LP-DIR-T	hargrave 2016-12-09 22:31:23	1.04e-06	7.72e-09	1.59e-08	1.30e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  573.0
	This study		    4.3	198.8	 24.8 	GB15-2a:LP-DIR-T	hargrave 2016-12-16 11:13:17	9.91e-07	2.61e-08	6.78e-08	1.90e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  623.0
	This study		    3.5	199.4	 24.9 	GB15-2a:LP-DIR-T	hargrave 2017-01-05 11:35:57	9.86e-07	2.63e-08	4.79e-08	2.76e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  673.0
	This study		    3.8	197.2	 24.8 	GB15-2a:LP-DIR-T	hargrave 2017-01-06 15:09:24	9.42e-07	3.05e-08	3.89e-08	4.03e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  698.0
	This study		    5.2	201.3	 24.9 	GB15-2a:LP-DIR-T	hargrave 2017-01-09 16:12:06	9.18e-07	3.93e-08	6.43e-08	3.54e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  723.0
	This study		    3.1	197.6	 24.7 	GB15-2a:LP-DIR-T	hargrave 2017-01-10 16:19:08	8.87e-07	2.17e-08	2.23e-08	3.70e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  748.0
	This study		    4.1	200.1	 24.7 	GB15-2a:LP-DIR-T	hargrave 2017-01-11 18:59:41	8.36e-07	2.93e-08	3.70e-08	3.84e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  773.0
	This study		    3.4	199.7	 24.7 	GB15-2a:LP-DIR-T	hargrave 2017-01-15 18:19:07	7.50e-07	1.30e-08	4.13e-08	1.01e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  798.0
	This study		    1.8	200.6	 24.6 	GB15-2a:LP-DIR-T	hargrave 2017-01-18 13:58:33	6.15e-07	6.58e-09	1.73e-08	8.25e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  823.0
	This study		    3.6	199.5	 24.5 	GB15-2a:LP-DIR-T	hargrave 2017-01-19 00:29:30	5.41e-07	9.81e-09	3.27e-08	6.87e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  833.0
	This study		    2.8	201.2	 24.6 	GB15-2a:LP-DIR-T	hargrave 2017-01-19 15:25:40	4.79e-07	7.01e-09	2.22e-08	6.55e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  843.0
	This study		    5.4	199.8	 24.5 	GB15-2a:LP-DIR-T	hargrave 2017-01-20 13:17:47	4.45e-07	1.37e-08	3.89e-08	7.33e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  848.0
	This study		    2.4	200.1	 24.4 	GB15-2a:LP-DIR-T	hargrave 2017-01-22 12:47:12	4.23e-07	4.95e-09	1.67e-08	5.60e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  853.0
	This study		    1.6	201.8	 24.4 	GB15-2a:LP-DIR-T	hargrave 2017-02-01 15:43:07	4.16e-07	4.24e-09	9.70e-09	5.64e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  868.0
	This study		    1.1	199.9	 24.1 	GB15-2a:LP-DIR-T	hargrave 2017-02-02 14:37:55	3.51e-07	3.77e-09	4.13e-09	4.35e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  883.0
	This study		    1.3	201.0	 24.1 	GB15-2a:LP-DIR-T	hargrave 2017-02-06 13:36:21	2.73e-07	3.08e-09	4.93e-09	3.04e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  898.0
	This study		    1.0	202.8	 23.9 	GB15-2a:LP-DIR-T	hargrave 2017-02-08 11:56:21	2.13e-07	2.51e-09	2.78e-09	2.25e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  913.0
	This study		    1.9	201.1	 24.0 	GB15-2a:LP-DIR-T	hargrave 2017-02-08 21:22:37	1.10e-07	2.52e-09	2.73e-09	1.21e-09	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  928.0
	This study		    1.2	198.7	 24.2 	GB15-2a:LP-DIR-T	hargrave 2017-02-09 14:36:17	5.80e-08	1.21e-09	7.18e-10	7.41e-10	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  938.0
	This study		    3.3	200.5	 24.4 	GB15-2a:LP-DIR-T	hargrave 2017-02-13 17:07:27	4.27e-08	1.05e-09	2.16e-09	5.80e-10	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  948.0
	This study		    3.7	202.5	 23.4 	GB15-2a:LP-DIR-T	hargrave 2017-02-14 21:50:31	1.77e-08	5.98e-10	1.03e-09	2.27e-10	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB15-2a	u	0	0	0.00	0.00	  953.0
	This study		    1.2	274.3	 35.8 	GB15-3a:LP-DIR-T	hargrave 2016-09-01 10:29:11	9.73e-07	1.15e-08	1.39e-08	1.11e-08	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	273
	This study		    1.9	271.5	 34.9 	GB15-3a:LP-DIR-T	hargrave 2016-09-04 17:59:43	9.66e-07	2.66e-08	1.71e-08	1.49e-08	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	77
	This study		    2.5	272.1	 34.8 	GB15-3a:LP-DIR-T	hargrave 2016-11-16 15:15:35	9.60e-07	3.69e-08	1.33e-08	1.71e-08	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  373.0
	This study		    2.4	273.6	 34.7 	GB15-3a:LP-DIR-T	hargrave 2016-11-21 15:54:18	9.58e-07	3.40e-08	1.46e-08	1.77e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  473.0
	This study		    4.4	272.8	 34.2 	GB15-3a:LP-DIR-T	hargrave 2016-12-09 22:33:01	9.38e-07	7.06e-08	1.51e-08	1.40e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  573.0
	This study		    3.0	275.3	 34.8 	GB15-3a:LP-DIR-T	hargrave 2016-12-16 11:14:55	9.01e-07	4.04e-08	1.66e-08	1.95e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  623.0
	This study		    1.4	271.5	 35.2 	GB15-3a:LP-DIR-T	hargrave 2017-01-05 11:37:35	9.00e-07	1.28e-08	1.58e-08	1.18e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  673.0
	This study		    2.0	272.8	 35.4 	GB15-3a:LP-DIR-T	hargrave 2017-01-06 15:11:04	8.75e-07	2.30e-08	1.72e-08	1.47e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  698.0
	This study		    3.0	275.3	 35.4 	GB15-3a:LP-DIR-T	hargrave 2017-01-09 16:13:45	8.63e-07	4.07e-08	1.71e-08	1.10e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  723.0
	This study		    2.5	274.9	 35.5 	GB15-3a:LP-DIR-T	hargrave 2017-01-10 16:20:43	8.47e-07	3.28e-08	1.56e-08	1.16e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  748.0
	This study		    1.6	274.5	 35.2 	GB15-3a:LP-DIR-T	hargrave 2017-01-11 19:01:02	8.25e-07	1.67e-08	1.49e-08	1.10e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  773.0
	This study		    1.7	273.2	 33.8 	GB15-3a:LP-DIR-T	hargrave 2017-01-15 18:20:46	7.79e-07	1.44e-08	1.38e-08	1.23e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  798.0
	This study		    1.5	275.3	 33.8 	GB15-3a:LP-DIR-T	hargrave 2017-01-18 14:00:08	7.00e-07	9.31e-09	1.13e-08	1.13e-08	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  823.0
	This study		    1.5	274.8	 33.6 	GB15-3a:LP-DIR-T	hargrave 2017-01-19 00:31:10	6.56e-07	1.05e-08	1.11e-08	9.97e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  833.0
	This study		    1.4	274.2	 33.8 	GB15-3a:LP-DIR-T	hargrave 2017-01-19 15:27:15	6.05e-07	7.37e-09	9.67e-09	9.55e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  843.0
	This study		    2.6	273.4	 34.3 	GB15-3a:LP-DIR-T	hargrave 2017-01-20 13:21:48	5.80e-07	2.29e-08	8.77e-09	1.08e-08	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  848.0
	This study		    1.4	275.2	 33.5 	GB15-3a:LP-DIR-T	hargrave 2017-01-22 12:48:51	5.62e-07	7.00e-09	9.44e-09	9.07e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  853.0
	This study		    2.3	272.4	 33.6 	GB15-3a:LP-DIR-T	hargrave 2017-02-01 15:44:42	5.51e-07	1.88e-08	8.36e-09	8.30e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  868.0
	This study		    2.2	271.6	 33.6 	GB15-3a:LP-DIR-T	hargrave 2017-02-02 14:39:30	4.90e-07	1.61e-08	6.92e-09	6.89e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  883.0
	This study		    1.5	273.4	 33.5 	GB15-3a:LP-DIR-T	hargrave 2017-02-06 13:37:38	3.97e-07	7.08e-09	5.71e-09	5.68e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  898.0
	This study		    5.0	276.1	 33.0 	GB15-3a:LP-DIR-T	hargrave 2017-02-08 11:57:38	3.20e-07	2.74e-08	5.41e-09	4.63e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  913.0
	This study		    4.8	273.2	 33.0 	GB15-3a:LP-DIR-T	hargrave 2017-02-08 21:23:46	1.80e-07	1.50e-08	2.84e-09	2.40e-09	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  928.0
	This study		    2.2	274.8	 33.0 	GB15-3a:LP-DIR-T	hargrave 2017-02-09 14:37:27	9.48e-08	3.18e-09	1.44e-09	1.46e-09	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  938.0
	This study		    4.5	273.2	 32.6 	GB15-3a:LP-DIR-T	hargrave 2017-02-13 17:09:03	7.37e-08	5.55e-09	1.34e-09	1.31e-09	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  948.0
	This study		    6.0	277.4	 32.1 	GB15-3a:LP-DIR-T	hargrave 2017-02-14 21:52:06	4.73e-08	4.87e-09	7.49e-10	8.65e-10	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB15-3a	u	0	0	0.00	0.00	  953.0
	This study		    1.7	246.7	 32.1 	GB15-4a:LP-DIR-T	hargrave 2016-09-01 10:30:40	1.18e-06	3.03e-08	1.63e-08	9.78e-09	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	273
	This study		    1.7	245.9	 31.6 	GB15-4a:LP-DIR-T	hargrave 2016-09-04 18:01:11	1.16e-06	2.84e-08	2.29e-08	8.80e-09	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	77
	This study		    1.8	247.0	 31.2 	GB15-4a:LP-DIR-T	hargrave 2016-11-16 15:17:06	1.16e-06	3.03e-08	1.87e-08	9.60e-09	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  373.0
	This study		    3.2	247.7	 31.2 	GB15-4a:LP-DIR-T	hargrave 2016-11-21 15:55:54	1.14e-06	5.80e-08	2.80e-08	1.05e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  473.0
	This study		    5.6	259.3	 31.2 	GB15-4a:LP-DIR-T	hargrave 2016-12-09 22:36:47	1.10e-06	1.05e-07	2.28e-08	1.07e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  573.0
	This study		    3.8	241.5	 31.4 	GB15-4a:LP-DIR-T	hargrave 2016-12-16 11:18:55	1.06e-06	6.14e-08	3.19e-08	1.55e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  623.0
	This study		   59.3	252.6	 32.4 	GB15-4a:LP-DIR-T	hargrave 2017-01-05 11:40:50	5.24e-07	1.42e-07	4.52e-07	3.00e-07	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  673.0
	This study		    0.9	246.4	 32.1 	GB15-4a:LP-DIR-T	hargrave 2017-01-05 13:29:17	1.05e-06	1.04e-08	1.65e-08	7.58e-09	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  673.0
	This study		    1.7	249.6	 32.3 	GB15-4a:LP-DIR-T	hargrave 2017-01-06 15:14:14	1.01e-06	2.52e-08	1.48e-08	9.82e-09	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  698.0
	This study		    2.5	249.1	 32.5 	GB15-4a:LP-DIR-T	hargrave 2017-01-09 16:16:52	9.98e-07	3.94e-08	2.04e-08	7.80e-09	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  723.0
	This study		    3.9	249.9	 32.5 	GB15-4a:LP-DIR-T	hargrave 2017-01-10 16:23:50	9.71e-07	6.07e-08	2.52e-08	8.06e-09	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  748.0
	This study		    3.0	247.3	 32.2 	GB15-4a:LP-DIR-T	hargrave 2017-01-11 19:04:22	9.33e-07	4.37e-08	2.40e-08	7.94e-09	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  773.0
	This study		    2.0	248.0	 31.1 	GB15-4a:LP-DIR-T	hargrave 2017-01-15 18:24:41	8.65e-07	2.31e-08	1.78e-08	1.23e-08	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  798.0
	This study		    2.0	250.2	 31.1 	GB15-4a:LP-DIR-T	hargrave 2017-01-18 14:04:09	7.51e-07	2.20e-08	1.36e-08	9.16e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  823.0
	This study		    1.9	248.3	 31.1 	GB15-4a:LP-DIR-T	hargrave 2017-01-19 00:35:05	6.92e-07	1.78e-08	1.32e-08	9.07e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  833.0
	This study		    2.0	248.1	 31.0 	GB15-4a:LP-DIR-T	hargrave 2017-01-19 15:31:12	6.23e-07	1.66e-08	1.20e-08	8.30e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  843.0
	This study		    4.8	246.6	 30.9 	GB15-4a:LP-DIR-T	hargrave 2017-01-20 13:23:23	5.91e-07	4.31e-08	2.35e-08	7.54e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  848.0
	This study		    2.1	249.8	 31.2 	GB15-4a:LP-DIR-T	hargrave 2017-01-22 12:52:50	5.58e-07	1.69e-08	1.06e-08	7.09e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  853.0
	This study		    1.3	251.7	 30.9 	GB15-4a:LP-DIR-T	hargrave 2017-02-01 15:46:34	5.26e-07	9.29e-09	5.75e-09	5.63e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  868.0
	This study		    2.5	249.9	 30.8 	GB15-4a:LP-DIR-T	hargrave 2017-02-02 14:41:23	4.09e-07	1.65e-08	5.92e-09	4.00e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB15-4a	u	0	0	0.00	0.00	  883.0
