tab	measurements
analysts	citation	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study		    2.4	316.2	 58.8 	GB14-2a:LP-DIR-T	hargrave 2017-01-09 15:58:50	1.14e-06	4.13e-08	2.50e-08	1.06e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  723.0
	This study		    2.5	317.9	 59.0 	GB14-2a:LP-DIR-T	hargrave 2017-01-10 16:07:24	1.10e-06	4.16e-08	2.31e-08	1.07e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  748.0
	This study		    2.0	316.4	 58.6 	GB14-2a:LP-DIR-T	hargrave 2017-01-11 18:48:23	1.06e-06	3.14e-08	2.03e-08	1.03e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  773.0
	This study		    1.5	314.6	 57.6 	GB14-2a:LP-DIR-T	hargrave 2017-01-15 18:05:44	1.01e-06	1.92e-08	2.07e-08	6.76e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  798.0
	This study		    1.6	315.7	 57.9 	GB14-2a:LP-DIR-T	hargrave 2017-01-18 13:47:37	9.61e-07	1.76e-08	1.95e-08	8.13e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  823.0
	This study		    1.6	315.6	 57.7 	GB14-2a:LP-DIR-T	hargrave 2017-01-19 00:16:05	9.43e-07	1.70e-08	2.02e-08	7.94e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  833.0
	This study		    1.7	315.5	 58.1 	GB14-2a:LP-DIR-T	hargrave 2017-01-19 15:13:53	9.15e-07	1.68e-08	1.90e-08	9.10e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  843.0
	This study		    1.6	315.3	 57.4 	GB14-2a:LP-DIR-T	hargrave 2017-01-20 13:06:42	8.99e-07	1.78e-08	1.82e-08	6.08e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  848.0
	This study		    1.6	315.3	 57.6 	GB14-2a:LP-DIR-T	hargrave 2017-01-22 12:34:49	8.84e-07	1.74e-08	1.72e-08	8.44e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  853.0
	This study		    2.4	314.9	 57.9 	GB14-2a:LP-DIR-T	hargrave 2017-02-01 15:32:12	8.40e-07	2.79e-08	2.15e-08	8.08e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  868.0
	This study		    3.2	315.2	 57.8 	GB14-2a:LP-DIR-T	hargrave 2017-02-02 14:26:55	6.43e-07	2.89e-08	2.18e-08	4.95e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  883.0
	This study		    1.8	314.7	 58.2 	GB14-2a:LP-DIR-T	hargrave 2017-02-06 13:27:33	4.38e-07	1.08e-08	9.10e-09	3.01e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  898.0
	This study		    2.4	316.0	 58.6 	GB14-2a:LP-DIR-T	hargrave 2017-02-08 11:46:55	3.04e-07	1.05e-08	7.98e-09	2.82e-09	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  913.0
	This study		    1.9	313.8	 60.0 	GB14-2a:LP-DIR-T	hargrave 2017-02-08 21:12:58	2.01e-07	4.64e-09	5.03e-09	1.12e-09	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  928.0
	This study		    1.8	314.4	 60.3 	GB14-2a:LP-DIR-T	hargrave 2017-02-09 14:27:03	1.57e-07	3.82e-09	3.30e-09	1.28e-09	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  938.0
	This study		    2.3	314.9	 61.1 	GB14-2a:LP-DIR-T	hargrave 2017-02-13 16:56:02	1.31e-07	4.29e-09	3.25e-09	1.21e-09	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  948.0
	This study		    3.3	316.3	 60.2 	GB14-2a:LP-DIR-T	hargrave 2017-02-14 21:39:11	9.37e-08	3.95e-09	3.61e-09	7.92e-10	8	273	LT-T-Z:LP-DIR-T	26	g	pmagpy-3.4.1	GB14-2a	u	0	0	0.00	0.00	  953.0
	This study		    2.5	235.2	 15.5 	GB14-3a:LP-DIR-T	hargrave 2016-09-01 10:15:07	1.41e-06	4.92e-08	3.29e-08	2.05e-08	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	273
	This study		    2.6	233.3	 15.2 	GB14-3a:LP-DIR-T	hargrave 2016-09-04 17:46:18	1.39e-06	4.86e-08	3.91e-08	1.63e-08	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	77
	This study		    1.7	239.9	 14.6 	GB14-3a:LP-DIR-T	hargrave 2016-11-16 15:04:07	1.38e-06	3.33e-08	1.93e-08	1.71e-08	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  373.0
	This study		    1.3	239.5	 14.1 	GB14-3a:LP-DIR-T	hargrave 2016-11-21 15:40:43	1.34e-06	1.84e-08	1.64e-08	1.81e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  473.0
	This study		    1.4	240.3	 14.1 	GB14-3a:LP-DIR-T	hargrave 2016-12-09 22:20:41	1.28e-06	2.50e-08	1.59e-08	1.41e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  573.0
	This study		    1.4	236.1	 14.7 	GB14-3a:LP-DIR-T	hargrave 2016-12-16 11:04:15	1.16e-06	1.85e-08	9.22e-09	1.95e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  623.0
	This study		    1.3	236.0	 14.6 	GB14-3a:LP-DIR-T	hargrave 2016-12-16 11:48:34	1.16e-06	1.82e-08	1.00e-08	1.85e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  623.0
	This study		    4.0	238.4	 15.3 	GB14-3a:LP-DIR-T	hargrave 2017-01-05 11:25:03	1.11e-06	6.58e-08	4.15e-08	1.19e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  673.0
	This study		    3.9	237.1	 15.4 	GB14-3a:LP-DIR-T	hargrave 2017-01-06 14:58:34	1.04e-06	5.88e-08	3.81e-08	1.39e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  698.0
	This study		    2.6	237.6	 15.5 	GB14-3a:LP-DIR-T	hargrave 2017-01-09 16:00:29	1.02e-06	3.72e-08	2.68e-08	1.02e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  723.0
	This study		    2.6	238.4	 15.5 	GB14-3a:LP-DIR-T	hargrave 2017-01-10 16:09:50	9.85e-07	3.50e-08	2.59e-08	1.11e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  748.0
	This study		    4.0	238.3	 15.4 	GB14-3a:LP-DIR-T	hargrave 2017-01-11 18:49:48	9.48e-07	5.48e-08	3.63e-08	1.25e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  773.0
	This study		    3.0	237.3	 14.1 	GB14-3a:LP-DIR-T	hargrave 2017-01-15 18:07:28	9.05e-07	3.42e-08	3.02e-08	1.33e-08	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  798.0
	This study		    3.2	239.2	 14.1 	GB14-3a:LP-DIR-T	hargrave 2017-01-18 13:49:12	8.59e-07	3.73e-08	2.78e-08	1.23e-08	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  823.0
	This study		    1.4	240.7	 14.2 	GB14-3a:LP-DIR-T	hargrave 2017-01-19 00:18:39	8.41e-07	1.23e-08	1.37e-08	1.17e-08	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  833.0
	This study		    2.7	238.8	 14.1 	GB14-3a:LP-DIR-T	hargrave 2017-01-19 15:15:28	8.19e-07	2.96e-08	2.36e-08	1.17e-08	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  843.0
	This study		    1.7	240.0	 14.1 	GB14-3a:LP-DIR-T	hargrave 2017-01-20 13:08:14	8.01e-07	1.45e-08	1.70e-08	1.02e-08	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  848.0
	This study		    1.3	238.8	 14.1 	GB14-3a:LP-DIR-T	hargrave 2017-01-22 12:36:28	7.90e-07	7.79e-09	1.41e-08	1.12e-08	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  853.0
	This study		    1.1	237.7	 14.0 	GB14-3a:LP-DIR-T	hargrave 2017-02-01 15:33:46	7.65e-07	9.18e-09	7.72e-09	1.04e-08	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  868.0
	This study		    1.3	239.6	 14.0 	GB14-3a:LP-DIR-T	hargrave 2017-02-02 14:28:34	6.20e-07	1.12e-08	6.37e-09	8.21e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  883.0
	This study		    1.0	238.5	 14.2 	GB14-3a:LP-DIR-T	hargrave 2017-02-06 13:28:50	4.29e-07	4.25e-09	4.20e-09	5.57e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  898.0
	This study		    2.1	239.8	 14.1 	GB14-3a:LP-DIR-T	hargrave 2017-02-08 11:48:13	3.14e-07	1.05e-08	4.84e-09	3.34e-09	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  913.0
	This study		    1.2	237.0	 14.6 	GB14-3a:LP-DIR-T	hargrave 2017-02-08 21:14:11	2.09e-07	3.94e-09	2.61e-09	2.33e-09	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  928.0
	This study		    1.6	235.5	 14.8 	GB14-3a:LP-DIR-T	hargrave 2017-02-09 14:28:17	1.60e-07	2.10e-09	3.86e-09	1.93e-09	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  938.0
	This study		    1.7	234.1	 15.5 	GB14-3a:LP-DIR-T	hargrave 2017-02-13 16:57:38	1.36e-07	2.25e-09	2.93e-09	1.90e-09	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  948.0
	This study		    2.2	238.7	 15.2 	GB14-3a:LP-DIR-T	hargrave 2017-02-14 21:40:46	9.20e-08	3.00e-09	1.67e-09	1.04e-09	8	273	LT-T-Z:LP-DIR-T	26	g	pmagpy-3.4.1	GB14-3a	u	0	0	0.00	0.00	  953.0
	This study		    1.4	215.6	 28.2 	GB14-4a:LP-DIR-T	hargrave 2016-09-01 10:17:31	1.52e-06	1.09e-08	2.71e-08	2.62e-08	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	273
	This study		    1.2	214.2	 27.5 	GB14-4a:LP-DIR-T	hargrave 2016-09-04 17:47:54	1.49e-06	1.84e-08	2.33e-08	1.81e-08	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	77
	This study		    2.0	215.9	 27.5 	GB14-4a:LP-DIR-T	hargrave 2016-11-16 15:05:41	1.48e-06	3.14e-08	3.73e-08	2.02e-08	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  373.0
	This study		    1.3	213.9	 26.6 	GB14-4a:LP-DIR-T	hargrave 2016-11-21 15:42:10	1.46e-06	1.63e-08	1.66e-08	2.45e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  473.0
	This study		    3.8	218.1	 26.1 	GB14-4a:LP-DIR-T	hargrave 2016-12-09 22:22:24	1.41e-06	5.66e-08	7.33e-08	1.57e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  573.0
	This study		    1.3	212.7	 26.0 	GB14-4a:LP-DIR-T	hargrave 2016-12-16 11:05:45	1.31e-06	1.68e-08	1.40e-08	2.04e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  623.0
	This study		    1.3	213.1	 25.8 	GB14-4a:LP-DIR-T	hargrave 2016-12-16 11:50:04	1.31e-06	1.87e-08	1.70e-08	1.79e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  623.0
	This study		    1.1	216.6	 27.0 	GB14-4a:LP-DIR-T	hargrave 2017-01-05 11:26:41	1.26e-06	1.27e-08	1.69e-08	1.33e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  673.0
	This study		    3.5	212.7	 26.9 	GB14-4a:LP-DIR-T	hargrave 2017-01-06 15:00:18	1.18e-06	4.60e-08	5.16e-08	2.29e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  698.0
	This study		    3.3	214.4	 27.2 	GB14-4a:LP-DIR-T	hargrave 2017-01-09 16:02:13	1.15e-06	4.09e-08	4.83e-08	1.88e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  723.0
	This study		    3.1	213.9	 27.0 	GB14-4a:LP-DIR-T	hargrave 2017-01-10 16:11:21	1.10e-06	3.52e-08	4.62e-08	1.55e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  748.0
	This study		    2.2	214.7	 26.9 	GB14-4a:LP-DIR-T	hargrave 2017-01-11 18:51:17	1.05e-06	2.58e-08	2.42e-08	2.00e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  773.0
	This study		    1.9	216.4	 25.8 	GB14-4a:LP-DIR-T	hargrave 2017-01-15 18:09:13	9.82e-07	1.13e-08	2.61e-08	1.73e-08	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  798.0
	This study		    2.3	215.3	 25.7 	GB14-4a:LP-DIR-T	hargrave 2017-01-18 13:50:44	9.09e-07	1.03e-08	2.86e-08	2.15e-08	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  823.0
	This study		    1.8	216.6	 25.7 	GB14-4a:LP-DIR-T	hargrave 2017-01-19 00:20:23	8.76e-07	8.41e-09	2.12e-08	1.63e-08	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  833.0
	This study		    1.6	216.3	 25.6 	GB14-4a:LP-DIR-T	hargrave 2017-01-19 15:17:00	8.39e-07	1.32e-08	1.05e-08	1.79e-08	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  843.0
	This study		    2.1	215.4	 25.9 	GB14-4a:LP-DIR-T	hargrave 2017-01-20 13:09:39	8.08e-07	7.94e-09	2.24e-08	1.91e-08	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB14-4a	u	0	0	0.00	0.00	  848.0
