tab	measurements
analysts	citation	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	method_codes	number	quality	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study		    1.6	347.7	 52.1 	GB20-2a:LP-DIR-T	hargrave 2016-11-10 10:27:41	9.82e-07	1.57e-08	2.29e-08	6.25e-09	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	77
	This study		    2.6	351.1	 52.1 	GB20-2a:LP-DIR-T	hargrave 2016-11-16 18:44:37	9.75e-07	1.74e-08	3.96e-08	8.44e-09	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  373.0
	This study		    3.1	352.6	 51.5 	GB20-2a:LP-DIR-T	hargrave 2016-11-22 12:25:54	9.74e-07	1.96e-08	4.79e-08	8.69e-09	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  473.0
	This study		    1.5	358.1	 51.0 	GB20-2a:LP-DIR-T	hargrave 2016-12-09 23:43:35	9.64e-07	1.77e-08	1.64e-08	1.10e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  573.0
	This study		    2.2	349.9	 50.9 	GB20-2a:LP-DIR-T	hargrave 2016-12-17 14:21:33	9.34e-07	1.97e-08	2.84e-08	1.44e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  623.0
	This study		    2.1	354.4	 51.1 	GB20-2a:LP-DIR-T	hargrave 2017-01-05 12:45:21	9.10e-07	2.39e-08	1.72e-08	1.74e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  673.0
	This study		    3.3	352.3	 51.1 	GB20-2a:LP-DIR-T	hargrave 2017-01-06 16:17:04	8.95e-07	3.44e-08	3.12e-08	2.34e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  698.0
	This study		    2.4	354.0	 51.0 	GB20-2a:LP-DIR-T	hargrave 2017-01-09 17:21:01	8.78e-07	2.54e-08	2.01e-08	1.80e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  723.0
	This study		    3.1	354.0	 51.2 	GB20-2a:LP-DIR-T	hargrave 2017-01-10 17:27:10	8.54e-07	3.17e-08	2.68e-08	2.27e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  748.0
	This study		    2.7	352.2	 51.2 	GB20-2a:LP-DIR-T	hargrave 2017-01-11 19:57:53	8.27e-07	2.86e-08	1.93e-08	1.98e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  773.0
	This study		    2.1	350.6	 51.0 	GB20-2a:LP-DIR-T	hargrave 2017-01-15 19:28:19	7.76e-07	1.41e-08	2.36e-08	8.32e-09	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  798.0
	This study		    3.2	351.5	 51.2 	GB20-2a:LP-DIR-T	hargrave 2017-01-18 15:08:35	6.42e-07	1.35e-08	3.35e-08	6.16e-09	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  823.0
	This study		    1.7	350.5	 51.3 	GB20-2a:LP-DIR-T	hargrave 2017-01-19 01:40:05	5.02e-07	8.82e-09	1.09e-08	5.15e-09	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  833.0
	This study		    1.8	352.7	 51.1 	GB20-2a:LP-DIR-T	hargrave 2017-01-19 16:33:46	3.66e-07	6.50e-09	9.45e-09	3.67e-09	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  843.0
	This study		    2.6	352.2	 51.5 	GB20-2a:LP-DIR-T	hargrave 2017-01-20 17:53:26	3.22e-07	5.48e-09	1.33e-08	4.01e-09	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  848.0
	This study		    2.5	349.7	 51.3 	GB20-2a:LP-DIR-T	hargrave 2017-01-22 13:57:18	2.81e-07	5.46e-09	1.09e-08	2.97e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  853.0
	This study		    1.8	349.7	 51.4 	GB20-2a:LP-DIR-T	hargrave 2017-02-01 16:49:01	2.49e-07	4.52e-09	5.84e-09	2.71e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  868.0
	This study		    1.7	350.4	 51.5 	GB20-2a:LP-DIR-T	hargrave 2017-02-02 15:43:02	1.85e-07	3.16e-09	4.49e-09	1.66e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  883.0
	This study		    2.0	350.6	 51.9 	GB20-2a:LP-DIR-T	hargrave 2017-02-06 14:29:27	1.26e-07	2.12e-09	3.70e-09	1.25e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  898.0
	This study		    2.1	350.0	 51.9 	GB20-2a:LP-DIR-T	hargrave 2017-02-08 12:53:00	8.94e-08	1.61e-09	2.78e-09	1.08e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  913.0
	This study		    2.2	349.4	 51.4 	GB20-2a:LP-DIR-T	hargrave 2017-02-08 22:19:02	5.35e-08	8.60e-10	1.81e-09	6.64e-10	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  928.0
	This study		    2.0	347.1	 51.9 	GB20-2a:LP-DIR-T	hargrave 2017-02-09 15:30:52	3.21e-08	7.69e-10	8.88e-10	3.61e-10	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  938.0
	This study		    3.0	346.2	 49.5 	GB20-2a:LP-DIR-T	hargrave 2017-02-13 18:15:38	1.70e-08	4.85e-10	7.21e-10	4.04e-10	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  948.0
	This study		    3.3	352.4	 54.7 	GB20-2a:LP-DIR-T	hargrave 2017-02-14 22:56:18	8.66e-09	2.16e-10	4.45e-10	9.97e-11	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB20-2a	u	0	0	0.00	0.00	  953.0
	This study		    3.5	168.3	 22.3 	GB20-3a:LP-DIR-T	hargrave 2016-09-01 11:39:07	1.33e-06	3.17e-08	1.53e-08	7.40e-08	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	273
	This study		    1.5	166.5	 22.0 	GB20-3a:LP-DIR-T	hargrave 2016-11-10 10:29:35	1.31e-06	1.20e-08	2.49e-08	2.17e-08	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	77
	This study		    1.8	170.9	 21.9 	GB20-3a:LP-DIR-T	hargrave 2016-11-16 18:46:16	1.31e-06	1.60e-08	2.55e-08	2.74e-08	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  373.0
	This study		    3.6	167.4	 21.2 	GB20-3a:LP-DIR-T	hargrave 2016-11-22 12:27:26	1.29e-06	1.41e-08	7.65e-08	2.72e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  473.0
	This study		    3.0	167.6	 21.2 	GB20-3a:LP-DIR-T	hargrave 2016-12-09 23:45:06	1.26e-06	2.29e-08	5.40e-08	2.96e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  573.0
	This study		    3.0	164.9	 21.0 	GB20-3a:LP-DIR-T	hargrave 2016-12-17 14:23:00	1.20e-06	1.10e-08	5.64e-08	2.71e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  623.0
	This study		    2.6	166.7	 20.7 	GB20-3a:LP-DIR-T	hargrave 2017-01-05 12:46:54	1.17e-06	2.30e-08	1.69e-08	4.60e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  673.0
	This study		    3.0	164.2	 20.8 	GB20-3a:LP-DIR-T	hargrave 2017-01-06 16:18:35	1.15e-06	1.89e-08	2.44e-08	5.34e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  698.0
	This study		    2.6	168.6	 20.9 	GB20-3a:LP-DIR-T	hargrave 2017-01-09 17:22:32	1.13e-06	1.93e-08	1.36e-08	4.61e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  723.0
	This study		    3.1	168.5	 21.0 	GB20-3a:LP-DIR-T	hargrave 2017-01-10 17:28:41	1.11e-06	1.92e-08	2.12e-08	5.22e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  748.0
	This study		    3.0	167.4	 21.0 	GB20-3a:LP-DIR-T	hargrave 2017-01-11 19:59:06	1.08e-06	1.49e-08	2.20e-08	5.14e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  773.0
	This study		    2.0	166.0	 21.3 	GB20-3a:LP-DIR-T	hargrave 2017-01-15 19:29:49	1.04e-06	1.16e-08	2.78e-08	2.23e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  798.0
	This study		    3.5	168.2	 21.3 	GB20-3a:LP-DIR-T	hargrave 2017-01-18 15:10:06	9.22e-07	9.45e-09	5.16e-08	2.16e-08	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  823.0
	This study		    2.7	166.7	 21.5 	GB20-3a:LP-DIR-T	hargrave 2017-01-19 01:41:36	8.28e-07	9.26e-09	3.42e-08	1.63e-08	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  833.0
	This study		    3.9	169.1	 21.4 	GB20-3a:LP-DIR-T	hargrave 2017-01-19 16:35:22	6.68e-07	7.60e-09	4.24e-08	1.55e-08	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  843.0
	This study		    4.8	167.9	 21.1 	GB20-3a:LP-DIR-T	hargrave 2017-01-20 17:55:00	5.98e-07	1.15e-08	4.83e-08	1.04e-08	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  848.0
	This study		    1.8	165.0	 21.3 	GB20-3a:LP-DIR-T	hargrave 2017-01-22 13:58:49	5.48e-07	5.36e-09	1.22e-08	1.19e-08	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  853.0
	This study		    1.6	168.2	 21.4 	GB20-3a:LP-DIR-T	hargrave 2017-02-01 16:50:32	4.87e-07	4.93e-09	7.07e-09	1.06e-08	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  868.0
	This study		    4.4	169.6	 21.5 	GB20-3a:LP-DIR-T	hargrave 2017-02-02 15:44:33	3.69e-07	4.41e-09	2.70e-08	7.45e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  883.0
	This study		    1.4	166.5	 22.2 	GB20-3a:LP-DIR-T	hargrave 2017-02-06 14:30:41	1.72e-07	1.93e-09	1.81e-09	3.45e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  898.0
	This study		    3.7	168.6	 22.8 	GB20-3a:LP-DIR-T	hargrave 2017-02-08 12:54:14	1.18e-07	1.83e-09	7.15e-09	2.21e-09	8	273	LT-T-Z:LP-DIR-T	21	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  913.0
	This study		    2.7	167.1	 23.8 	GB20-3a:LP-DIR-T	hargrave 2017-02-08 22:20:23	8.70e-08	1.42e-09	3.30e-09	1.94e-09	8	273	LT-T-Z:LP-DIR-T	22	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  928.0
	This study		    1.9	172.8	 22.7 	GB20-3a:LP-DIR-T	hargrave 2017-02-09 15:32:15	6.85e-08	8.55e-10	1.88e-09	1.34e-09	8	273	LT-T-Z:LP-DIR-T	23	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  938.0
	This study		    2.8	163.5	 22.0 	GB20-3a:LP-DIR-T	hargrave 2017-02-13 18:17:13	4.95e-08	9.06e-10	1.95e-09	1.11e-09	8	273	LT-T-Z:LP-DIR-T	24	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  948.0
	This study		    2.9	168.7	 21.4 	GB20-3a:LP-DIR-T	hargrave 2017-02-14 22:57:48	3.35e-08	4.89e-10	1.48e-09	7.51e-10	8	273	LT-T-Z:LP-DIR-T	25	g	pmagpy-3.4.1	GB20-3a	u	0	0	0.00	0.00	  953.0
	This study		    4.1	124.8	 30.7 	GB20-4a:LP-DIR-T	hargrave 2016-09-01 11:40:42	1.38e-06	6.99e-08	6.58e-08	2.93e-08	8	273	LT-NO:LP-DIR-T	1	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	273
	This study		    1.8	123.4	 31.3 	GB20-4a:LP-DIR-T	hargrave 2016-11-10 10:31:25	1.35e-06	3.06e-08	2.45e-08	1.86e-08	8	273	LT-LT-Z:LP-DIR-T	2	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	77
	This study		    2.3	124.7	 30.3 	GB20-4a:LP-DIR-T	hargrave 2016-11-16 18:47:46	1.34e-06	4.41e-08	2.89e-08	1.52e-08	8	273	LT-T-Z:LP-DIR-T	3	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  373.0
	This study		    3.9	127.6	 30.2 	GB20-4a:LP-DIR-T	hargrave 2016-11-22 12:28:55	1.33e-06	6.99e-08	5.55e-08	1.79e-08	8	273	LT-T-Z:LP-DIR-T	4	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  473.0
	This study		    1.3	115.3	 30.1 	GB20-4a:LP-DIR-T	hargrave 2016-12-09 23:46:40	1.31e-06	1.89e-08	1.68e-08	1.94e-08	8	273	LT-T-Z:LP-DIR-T	5	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  573.0
	This study		    2.4	125.0	 29.1 	GB20-4a:LP-DIR-T	hargrave 2016-12-17 14:24:28	1.26e-06	3.85e-08	3.11e-08	2.18e-08	8	273	LT-T-Z:LP-DIR-T	6	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  623.0
	This study		    2.3	124.8	 28.9 	GB20-4a:LP-DIR-T	hargrave 2017-01-05 12:49:26	1.24e-06	3.07e-08	3.19e-08	2.54e-08	8	273	LT-T-Z:LP-DIR-T	7	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  673.0
	This study		    2.1	125.9	 29.0 	GB20-4a:LP-DIR-T	hargrave 2017-01-06 16:20:11	1.21e-06	3.30e-08	1.46e-08	2.62e-08	8	273	LT-T-Z:LP-DIR-T	8	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  698.0
	This study		    1.7	124.4	 28.8 	GB20-4a:LP-DIR-T	hargrave 2017-01-09 17:24:06	1.19e-06	2.32e-08	1.05e-08	2.40e-08	8	273	LT-T-Z:LP-DIR-T	9	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  723.0
	This study		    2.0	127.0	 29.1 	GB20-4a:LP-DIR-T	hargrave 2017-01-11 11:06:06	1.16e-06	2.76e-08	1.17e-08	2.82e-08	8	273	LT-T-Z:LP-DIR-T	10	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  748.0
	This study		    1.8	125.7	 28.9 	GB20-4a:LP-DIR-T	hargrave 2017-01-11 20:00:22	1.13e-06	1.69e-08	1.95e-08	2.41e-08	8	273	LT-T-Z:LP-DIR-T	11	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  773.0
	This study		    2.6	125.7	 30.1 	GB20-4a:LP-DIR-T	hargrave 2017-01-15 19:31:28	1.08e-06	3.93e-08	2.46e-08	1.82e-08	8	273	LT-T-Z:LP-DIR-T	12	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  798.0
	This study		    1.6	124.5	 30.2 	GB20-4a:LP-DIR-T	hargrave 2017-01-18 15:11:41	9.78e-07	1.85e-08	1.38e-08	1.58e-08	8	273	LT-T-Z:LP-DIR-T	13	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  823.0
	This study		    1.8	126.2	 30.4 	GB20-4a:LP-DIR-T	hargrave 2017-01-19 01:43:10	8.84e-07	1.94e-08	1.17e-08	1.53e-08	8	273	LT-T-Z:LP-DIR-T	14	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  833.0
	This study		    3.7	123.8	 30.2 	GB20-4a:LP-DIR-T	hargrave 2017-01-19 16:36:57	7.34e-07	3.62e-08	2.83e-08	1.17e-08	8	273	LT-T-Z:LP-DIR-T	15	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  843.0
	This study		    3.2	127.6	 30.4 	GB20-4a:LP-DIR-T	hargrave 2017-01-20 17:56:30	6.16e-07	2.71e-08	1.77e-08	1.13e-08	8	273	LT-T-Z:LP-DIR-T	16	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  848.0
	This study		    1.6	126.1	 30.5 	GB20-4a:LP-DIR-T	hargrave 2017-01-22 14:00:24	5.41e-07	1.09e-08	6.46e-09	9.08e-09	8	273	LT-T-Z:LP-DIR-T	17	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  853.0
	This study		    1.6	123.0	 30.7 	GB20-4a:LP-DIR-T	hargrave 2017-02-01 16:52:07	4.46e-07	8.16e-09	5.50e-09	7.63e-09	8	273	LT-T-Z:LP-DIR-T	18	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  868.0
	This study		    1.9	127.5	 30.7 	GB20-4a:LP-DIR-T	hargrave 2017-02-02 15:46:07	3.40e-07	7.77e-09	6.23e-09	5.43e-09	8	273	LT-T-Z:LP-DIR-T	19	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  883.0
	This study		    1.8	125.5	 30.7 	GB20-4a:LP-DIR-T	hargrave 2017-02-06 14:31:58	2.48e-07	5.69e-09	3.54e-09	4.02e-09	8	273	LT-T-Z:LP-DIR-T	20	g	pmagpy-3.4.1	GB20-4a	u	0	0	0.00	0.00	  898.0
