tab	measurements
citations	specimen	experiment	instrument_codes	method_codes	software_packages	dir_csd	dir_dec	description	quality	dir_inc	magn_moment	number	meas_n_orient	magn_x_sigma	magn_y_sigma	magn_z_sigma	standard	meas_temp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
This study	GB11-1a	GB11-1a:LP-DIR-T	hargrave 2016-11-30 11:13:09	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	158.5		g	 13.0 	1.85e-07	21	1	2.73e-09	3.14e-09	4.52e-09	u	273	0	0	0.00	-90.00	  883.0
This study	GB11-1a	GB11-1a:LP-DIR-T	hargrave 2016-12-09 15:05:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.5	153.3		g	 13.2 	1.55e-07	22	1	6.18e-09	1.00e-08	3.74e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB11-1a	GB11-1a:LP-DIR-T	hargrave 2016-12-13 18:54:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    5.7	157.0		g	 13.6 	1.27e-07	23	1	5.42e-09	1.12e-08	2.18e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB11-1a	GB11-1a:LP-DIR-T	hargrave 2016-12-15 16:36:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	156.2		g	 14.1 	1.05e-07	24	1	4.20e-10	1.18e-09	1.87e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB11-1a	GB11-1a:LP-DIR-T	hargrave 2016-12-17 17:03:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.6	156.0		g	 14.8 	8.71e-08	25	1	3.51e-09	5.71e-09	2.52e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB11-1a	GB11-1a:LP-DIR-T	hargrave 2016-12-22 12:27:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.7	162.1		g	 14.5 	4.97e-08	26	1	1.38e-09	1.53e-09	1.39e-09	u	273	0	0	0.00	-90.00	  948.0
This study	GB11-1a	GB11-1a:LP-DIR-T	hargrave 2016-12-23 09:54:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.4	153.6		g	 15.2 	4.13e-08	27	1	1.15e-09	1.70e-09	1.45e-09	u	273	0	0	0.00	-90.00	  953.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-09-01 09:28:42	LT-NO:LP-DIR-T	pmagpy-3.4.1	    1.5	064.2		g	 37.3 	7.36e-07	1	1	1.30e-08	6.88e-09	1.30e-08	u	273	0	0	0.00	-90.00	273
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-09-04 16:46:34	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	063.4		g	 37.8 	7.29e-07	2	1	1.07e-08	6.90e-09	8.67e-09	u	273	0	0	0.00	-90.00	77
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-09-04 16:59:11	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	062.6		g	 37.9 	7.28e-07	3	1	7.31e-09	6.43e-09	9.57e-09	u	273	0	0	0.00	-90.00	77
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-09-08 13:13:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	063.9		g	 37.4 	7.25e-07	4	1	9.08e-09	5.65e-09	9.00e-09	u	273	0	0	0.00	-90.00	  373.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-09-12 13:02:04	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.1	065.3		g	 36.8 	7.26e-07	5	1	8.45e-09	8.60e-09	8.13e-09	u	273	0	0	0.00	-90.00	  473.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-09-13 14:44:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   71.7	359.7		g	 00.1 	2.20e-07	6	1	8.36e-09	5.56e-07	4.44e-07	u	273	0	0	0.00	-90.00	  573.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-09-14 13:07:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.4	068.1		g	 36.4 	7.04e-07	7	1	3.69e-08	1.88e-08	7.14e-09	u	273	0	0	0.00	-90.00	  573.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-09-26 17:27:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	064.5		g	 36.5 	6.78e-07	8	1	1.69e-08	9.81e-09	1.06e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-10-04 11:04:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	064.4		g	 36.1 	6.56e-07	9	1	1.09e-08	1.04e-08	6.85e-09	u	273	0	0	0.00	-90.00	  673.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-10-21 11:51:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	065.1		g	 35.9 	6.41e-07	10	1	1.16e-08	8.74e-09	5.45e-09	u	273	0	0	0.00	-90.00	  698.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-10-28 11:53:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.3	063.2		g	 36.3 	6.30e-07	11	1	4.13e-08	2.28e-08	5.96e-09	u	273	0	0	0.00	-90.00	  723.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-03 12:29:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	063.4		g	 35.9 	6.07e-07	12	1	1.37e-08	9.44e-09	6.06e-09	u	273	0	0	0.00	-90.00	  748.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-07 12:43:55	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	063.0		g	 35.8 	5.92e-07	13	1	1.46e-08	9.96e-09	4.21e-09	u	273	0	0	0.00	-90.00	  773.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-08 20:21:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	059.3		g	 35.7 	5.71e-07	14	1	1.36e-08	1.06e-08	4.04e-09	u	273	0	0	0.00	-90.00	  798.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-09 15:38:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	063.3		g	 35.9 	5.49e-07	15	1	8.56e-09	6.02e-09	5.00e-09	u	273	0	0	0.00	-90.00	  823.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-13 21:54:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.6	065.2		g	 35.6 	5.28e-07	16	1	1.27e-08	7.73e-09	3.92e-09	u	273	0	0	0.00	-90.00	  833.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-14 23:29:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	067.4		g	 35.6 	4.93e-07	17	1	7.30e-09	7.62e-09	5.63e-09	u	273	0	0	0.00	-90.00	  843.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-16 14:21:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	060.1		g	 35.2 	4.67e-07	18	1	8.44e-09	5.96e-09	4.07e-09	u	273	0	0	0.00	-90.00	  848.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-21 14:54:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	065.8		g	 35.1 	4.67e-07	19	1	1.02e-08	7.23e-09	3.63e-09	u	273	0	0	0.00	-90.00	  853.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-23 13:59:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	063.6		g	 35.1 	3.98e-07	20	1	8.75e-09	7.74e-09	3.46e-09	u	273	0	0	0.00	-90.00	  868.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-11-30 11:19:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	066.1		g	 35.5 	3.19e-07	21	1	5.60e-09	4.50e-09	3.67e-09	u	273	0	0	0.00	-90.00	  883.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-12-09 15:07:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	066.5		g	 35.5 	2.65e-07	22	1	4.13e-09	4.07e-09	2.61e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-12-13 18:56:30	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.3	064.0		g	 36.0 	9.50e-08	23	1	1.20e-09	1.67e-09	1.05e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-12-15 16:38:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	061.4		g	 37.1 	3.63e-08	24	1	1.07e-09	8.73e-10	3.09e-10	u	273	0	0	0.00	-90.00	  928.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-12-17 17:05:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.8	066.6		g	 38.4 	1.74e-08	25	1	1.02e-09	4.59e-10	4.06e-10	u	273	0	0	0.00	-90.00	  928.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-12-22 12:29:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	067.1		g	 42.2 	1.00e-08	26	1	3.66e-10	1.86e-10	9.92e-11	u	273	0	0	0.00	-90.00	  948.0
This study	GB11-2a	GB11-2a:LP-DIR-T	hargrave 2016-12-23 09:56:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	074.7		g	 41.9 	8.50e-09	27	1	1.64e-10	9.76e-11	1.19e-10	u	273	0	0	0.00	-90.00	  953.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-09-01 09:30:21	LT-NO:LP-DIR-T	pmagpy-3.4.1	    2.9	051.9		g	 37.5 	9.20e-07	1	1	2.20e-08	3.30e-08	2.55e-08	u	273	0	0	0.00	-90.00	273
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-09-04 16:48:00	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	051.4		g	 37.8 	9.05e-07	2	1	1.11e-08	1.53e-08	1.34e-08	u	273	0	0	0.00	-90.00	77
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-09-04 17:00:57	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    2.3	050.1		g	 38.1 	9.05e-07	3	1	1.81e-08	2.68e-08	1.62e-08	u	273	0	0	0.00	-90.00	77
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-09-08 13:14:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.5	052.5		g	 37.4 	9.02e-07	4	1	2.81e-08	2.54e-08	1.21e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-09-12 13:04:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.8	051.7		g	 37.1 	8.90e-07	5	1	4.07e-08	4.05e-08	1.38e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-09-13 14:48:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   61.6	359.6		g	 00.0 	4.22e-07	6	1	9.99e-09	5.79e-07	5.45e-07	u	273	0	0	0.00	-90.00	  573.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-09-14 13:11:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.5	051.7		g	 36.6 	8.60e-07	7	1	1.27e-08	1.50e-08	1.14e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-09-26 17:30:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	052.6		g	 37.0 	8.22e-07	8	1	1.85e-08	1.45e-08	1.48e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-10-04 11:06:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.7	052.6		g	 36.7 	7.80e-07	9	1	2.93e-08	3.72e-08	1.79e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-10-21 11:53:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.6	051.5		g	 36.4 	7.60e-07	10	1	3.14e-08	3.47e-08	1.16e-08	u	273	0	0	0.00	-90.00	  698.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-10-28 11:58:49	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.2	051.9		g	 36.4 	7.57e-07	11	1	4.37e-08	3.51e-08	8.70e-09	u	273	0	0	0.00	-90.00	  723.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-03 12:32:47	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.6	051.8		g	 36.7 	7.24e-07	12	1	2.20e-08	2.25e-08	1.24e-08	u	273	0	0	0.00	-90.00	  748.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-07 12:45:52	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.9	052.9		g	 36.3 	7.11e-07	13	1	3.49e-08	3.32e-08	8.78e-09	u	273	0	0	0.00	-90.00	  773.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-08 20:25:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.3	052.7		g	 36.1 	7.02e-07	14	1	2.23e-08	1.77e-08	7.94e-09	u	273	0	0	0.00	-90.00	  798.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-09 15:42:50	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.1	054.5		g	 36.2 	6.85e-07	15	1	2.13e-08	1.09e-08	8.97e-09	u	273	0	0	0.00	-90.00	  823.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-13 21:58:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	056.1		g	 36.2 	6.63e-07	16	1	1.20e-08	8.41e-09	7.96e-09	u	273	0	0	0.00	-90.00	  833.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-14 23:31:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    5.0	055.0		g	 36.2 	6.29e-07	17	1	4.02e-08	3.69e-08	9.11e-09	u	273	0	0	0.00	-90.00	  843.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-16 14:24:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.4	053.7		g	 35.7 	5.97e-07	18	1	1.17e-08	8.56e-09	5.96e-09	u	273	0	0	0.00	-90.00	  848.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-21 14:58:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.5	051.4		g	 36.0 	5.92e-07	19	1	3.62e-08	3.01e-08	6.34e-09	u	273	0	0	0.00	-90.00	  853.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-23 14:03:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	052.5		g	 36.2 	4.70e-07	20	1	8.21e-09	1.56e-08	1.00e-08	u	273	0	0	0.00	-90.00	  868.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-11-30 11:21:13	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	054.3		g	 36.9 	3.41e-07	21	1	5.54e-09	9.12e-09	4.84e-09	u	273	0	0	0.00	-90.00	  883.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-12-09 15:11:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	055.8		g	 36.9 	2.91e-07	22	1	4.37e-09	6.44e-09	4.15e-09	u	273	0	0	0.00	-90.00	  898.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-12-13 19:00:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.4	053.3		g	 37.7 	1.69e-07	23	1	3.62e-09	5.64e-09	2.67e-09	u	273	0	0	0.00	-90.00	  913.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-12-15 16:42:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.2	050.4		g	 38.9 	1.20e-07	24	1	3.52e-09	2.24e-09	2.61e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-12-17 17:06:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.9	050.4		g	 39.9 	7.93e-08	25	1	1.83e-09	1.49e-09	1.37e-09	u	273	0	0	0.00	-90.00	  928.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-12-22 12:31:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.0	051.9		g	 39.8 	4.41e-08	26	1	2.65e-09	1.55e-09	9.57e-10	u	273	0	0	0.00	-90.00	  948.0
This study	GB11-3a	GB11-3a:LP-DIR-T	hargrave 2016-12-23 09:57:19	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.0	052.9		g	 41.5 	3.62e-08	27	1	8.96e-10	6.96e-10	5.86e-10	u	273	0	0	0.00	-90.00	  953.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-09-01 09:32:06	LT-NO:LP-DIR-T	pmagpy-3.4.1	    3.5	207.4		g	 21.3 	2.20e-06	1	1	7.22e-08	9.68e-08	5.99e-08	u	273	0	0	0.00	-90.00	273
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-09-04 16:49:26	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	207.0		g	 20.9 	2.19e-06	2	1	2.50e-08	3.91e-08	2.21e-08	u	273	0	0	0.00	-90.00	77
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-09-04 17:02:45	LT-LT-Z:LP-DIR-T	pmagpy-3.4.1	    1.7	206.5		g	 20.8 	2.19e-06	3	1	3.23e-08	5.63e-08	2.06e-08	u	273	0	0	0.00	-90.00	77
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-09-08 13:16:16	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    2.6	206.0		g	 21.1 	2.18e-06	4	1	3.58e-08	8.64e-08	3.42e-08	u	273	0	0	0.00	-90.00	  373.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-09-12 13:08:06	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	204.5		g	 20.9 	2.18e-06	5	1	2.43e-08	3.48e-08	2.44e-08	u	273	0	0	0.00	-90.00	  473.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-09-13 14:50:33	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	   32.5	179.8		g	 00.1 	1.82e-06	6	1	2.36e-08	8.51e-07	7.86e-07	u	273	0	0	0.00	-90.00	  573.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-09-14 13:13:05	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.0	204.7		g	 20.8 	2.13e-06	7	1	1.92e-08	2.62e-08	2.58e-08	u	273	0	0	0.00	-90.00	  573.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-09-26 17:32:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.0	205.0		g	 20.7 	2.06e-06	8	1	4.96e-08	9.63e-08	2.71e-08	u	273	0	0	0.00	-90.00	  623.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-10-04 11:09:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    4.7	207.6		g	 20.8 	1.99e-06	9	1	8.32e-08	1.39e-07	2.58e-08	u	273	0	0	0.00	-90.00	  673.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-10-21 11:58:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    6.3	207.6		g	 20.7 	1.89e-06	10	1	9.96e-08	1.81e-07	2.47e-08	u	273	0	0	0.00	-90.00	  698.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-10-28 12:00:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.4	207.0		g	 20.5 	1.88e-06	11	1	4.25e-08	1.00e-07	2.91e-08	u	273	0	0	0.00	-90.00	  723.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-11-03 12:34:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.3	205.0		g	 19.8 	1.80e-06	12	1	4.95e-08	8.85e-08	2.02e-08	u	273	0	0	0.00	-90.00	  748.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-11-07 12:49:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    3.8	206.8		g	 20.3 	1.76e-06	13	1	5.00e-08	1.05e-07	1.94e-08	u	273	0	0	0.00	-90.00	  773.0
This study	GB11-4a	GB11-4a:LP-DIR-T	hargrave 2016-11-08 20:26:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.1	    1.2	210.0		g	 20.1 	1.73e-06	14	1	1.83e-08	2.66e-08	1.92e-08	u	273	0	0	0.00	-90.00	  798.0
